CODE,Sales_Date,Id_Producto,Customer_ID,PVP,MOTIVO_VENTA,FORMA_PAGO,EXTENSION_GARANTIA,SEGURO_BATERIA_LARGO_PLAZO,MANTENIMIENTO_GRATUITO,FIN_GARANTIA,BASE_DATE,EN_GARANTIA,COSTE_VENTA_NO_IMPUESTOS,GENERO,CODIGO_POSTAL,Edad,RENTA_MEDIA_ESTIMADA,ENCUESTA_CLIENTE_ZONA_TALLER,STATUS_SOCIAL,Modelo,TIPO_CARROCERIA,Fuel,TRANSMISION_ID,Equipamiento,Kw,Revisiones,Km_medio_por_revision,km_ultima_revision,QUEJA,Lead_compra,Lead_compra_1,TIENDA_DESC,PROV_DESC,ZONA,Origen,Margen_eur_bruto,Margen_eur
SYN000377,11/03/2024,PA200063,101298,22875,Particular,Financiera Marca,"SI, Financiera",NO,4,10/03/2028,31/12/2023,SI,744,M,CP28860,51,0,0,,H,TIPO7,HÍBRIDO,M,Mid,74,0,0,0,,0,0,BILBAO,BILBAO,NORTE,Tienda,7589.93,1174.55
SYN000378,09/03/2024,PA200029,101856,14933,Particular,Prestamo Bancario,NO,SI,0,08/03/2028,31/12/2023,SI,1012,F,CP8540,27,26076,13,C,A,TIPO1,HÍBRIDO,M,Mid-High,64,0,0,0,,0,0,SEVILLA,SEVILLA,SUR,Internet,3303.18,861.47
SYN000379,24/03/2024,PA200095,102003,34808,Particular,Contado,SI,SI,0,23/03/2028,31/12/2023,SI,2205,M,CP28660,35,30550,93,D,J,TIPO7,HÍBRIDO,M,Mid,123,0,0,0,,0,0,MADRID SUR,MADRID,CENTRO,Tienda,1374.92,-9329.58
SYN000380,13/01/2024,PA200061,100987,34808,Particular,Otros,NO,NO,0,12/01/2028,31/12/2023,SI,705,M,CP36002,34,26943,86,B,J,TIPO7,HÍBRIDO,M,Mid,123,0,0,0,,0,0,BARCELONA CENTRO,BARCELONA,ESTE,Tienda,1374.92,-7829.58
SYN000381,23/03/2024,PA200076,105505,28667,Particular,Financiera Marca,"SI, Financiera",NO,4,22/03/2028,31/12/2023,SI,1034,M,CP28935,36,27423,137,E,I,TIPO7,HÍBRIDO,M,High,106,0,0,0,,0,0,MADRID OESTE,MADRID,CENTRO,Internet,9738.18,6189.49
SYN000382,17/02/2024,PA200020,106669,30330,Particular,Contado,NO,NO,0,16/02/2028,31/12/2023,SI,1034,M,CP28031,47,28821,87,D,I,TIPO7,HÍBRIDO,M,Mid,106,0,0,0,,0,0,LA CORUÑA,LA CORUÑA,NORTE,Internet,10303.1,6623.03
SYN000383,05/02/2024,PA200007,100810,17550,Particular,Contado,NO,NO,0,04/02/2028,31/12/2023,SI,2340,M,CP23009,75,0,0,,B,TIPO1,HÍBRIDO,M,Mid-High,74,0,0,0,,0,0,MADRID OESTE,MADRID,CENTRO,Tienda,4575.28,598.83
SYN000384,25/03/2024,PA200007,108006,25514,Particular,Financiera Marca,"SI, Financiera",NO,0,24/03/2028,31/12/2023,SI,1482,M,CP9197,31,31983,97,C,I,TIPO7,HÍBRIDO,M,High,117,0,0,0,,0,0,BARCELONA NORTE,BARCELONA,ESTE,Tienda,8667.11,4919.5
SYN000385,17/02/2024,PA200068,107299,17550,Particular,Contado,NO,SI,0,16/02/2028,31/12/2023,SI,1778,F,CP28024,30,29670,121,C,B,TIPO1,HÍBRIDO,M,Mid-High,74,0,0,0,,0,0,MALAGA,MALAGA,SUR,Tienda,4575.28,1160.83
SYN000386,26/02/2024,PA200004,107194,36634,Particular,Contado,NO,NO,0,25/02/2028,31/12/2023,SI,994,M,CP8027,39,31441,188,B,I,TIPO7,ELÉCTRICO,A,Mid,124,0,0,0,,0,0,MADRID SUR,MADRID,CENTRO,Internet,12444.57,8306.48
SYN000387,12/03/2024,PA200031,104506,31206,Particular,Contado,SI,NO,0,11/03/2028,31/12/2023,SI,994,F,CP48860,59,0,0,,I,TIPO7,HÍBRIDO,M,Mid,106,0,0,0,,0,0,BARCELONA CENTRO,BARCELONA,ESTE,Internet,10600.68,6891.4
SYN000388,06/03/2024,PA200036,100724,26389,No Particular,Otros,NO,NO,0,05/03/2028,31/12/2023,SI,2257,M,CP15214,25,0,0,U,D,TIPO1,HÍBRIDO,M,Low,115,0,0,0,,0,0,BARCELONA NORTE,BARCELONA,ESTE,Internet,6879.61,-1881.58
SYN000389,08/02/2024,PA200005,103607,33773,Particular,Contado,NO,SI,0,07/02/2028,31/12/2023,SI,0,M,CP28030,40,33399,165,D,J,TIPO7,HÍBRIDO,M,Mid,123,0,0,0,,0,0,BILBAO,BILBAO,NORTE,Internet,1334.03,-6920.17
SYN000390,12/03/2024,PA200072,100033,14814,Particular,Financiera Marca,"SI, Financiera",NO,0,11/03/2028,31/12/2023,SI,1095,F,CP3440,55,24834,0,,A,TIPO1,HÍBRIDO,M,High,64,0,0,0,,1,1,BARCELONA SUR,BARCELONA,ESTE,Internet,3276.86,761.55
SYN000391,18/02/2024,PA200100,108328,19488,No Particular,Contado,SI,SI,0,17/02/2028,31/12/2023,SI,1826,M,CP28100,25,37603,137,D,B,TIPO1,HÍBRIDO,M,Mid,81,0,0,0,,0,0,BARCELONA CENTRO,BARCELONA,ESTE,Internet,5080.52,1464.97
SYN000392,16/01/2024,PA200053,101603,16370,Particular,Otros,NO,NO,0,15/01/2028,31/12/2023,SI,670,F,CP41014,59,0,0,,A,TIPO1,HÍBRIDO,M,Mid,64,0,0,0,,0,0,MADRID ESTE,MADRID,CENTRO,Internet,3621.04,1407.81
SYN000393,02/01/2024,PA200087,104917,26389,Particular,Otros,NO,NO,0,01/01/2028,31/12/2023,SI,2157,M,CP48930,49,37082,11,A,D,TIPO1,HÍBRIDO,M,Low,115,0,0,0,,0,0,MADRID SUR,MADRID,CENTRO,Tienda,6879.61,-1781.58
SYN000394,26/01/2024,PA200088,107192,20295,Particular,Contado,NO,NO,0,25/01/2028,31/12/2023,SI,0,M,CP50006,52,33717,17,A,D,TIPO1,HÍBRIDO,M,Low,85,0,0,0,,0,0,MADRID ESTE,MADRID,CENTRO,Internet,5290.91,230.99
SYN000395,19/02/2024,PA200041,106280,33847,No Particular,Contado,"SI, Financiera",NO,0,18/02/2028,31/12/2023,SI,2573,M,CP28027,48,33811,147,E,D,TIPO8,HÍBRIDO,M,Mid,106,0,0,0,,0,0,BARCELONA SUR,BARCELONA,ESTE,Tienda,8823.91,-2020.83
SYN000396,21/03/2024,PA200056,106060,25255,Particular,Contado,NO,SI,0,20/03/2028,31/12/2023,SI,1715,M,CP33012,39,32786,175,A,D,TIPO1,HÍBRIDO,M,Mid-High,91,0,0,0,,0,0,MADRID ESTE,MADRID,CENTRO,Internet,6583.98,-1366.46
SYN000397,12/01/2024,PA200024,107696,30330,Particular,Financiera Marca,"SI, Financiera",NO,0,11/01/2028,31/12/2023,SI,1521,M,CP20214,34,26184,97,H,I,TIPO7,HÍBRIDO,M,Mid,106,0,0,0,,0,0,MADRID NORTE,MADRID,CENTRO,Internet,10303.1,6136.03
SYN000398,16/02/2024,PA200062,104471,13056,No Particular,Otros,"SI, Financiera",NO,0,15/02/2028,31/12/2023,SI,2011,F,CP50008,35,27303,99,E,A,TIPO1,HÍBRIDO,M,High,53,0,0,0,,0,0,MADRID OESTE,MADRID,CENTRO,Tienda,2887.99,-404.44
SYN000399,28/02/2024,PA200083,105496,27360,No Particular,Contado,SI,SI,0,27/02/2028,31/12/2023,SI,1393,F,CP8291,67,28900,89,D,B,TIPO1,HÍBRIDO,M,Mid,184,0,0,0,,0,0,MADRID ESTE,MADRID,CENTRO,Tienda,7132.75,3328.31
SYN000400,05/02/2024,PA200012,101232,26002,Particular,Financiera Marca,"SI, Financiera",NO,0,04/02/2028,31/12/2023,SI,2021,M,CP20400,28,23812,79,G,I,TIPO7,HÍBRIDO,M,Mid-High,106,0,0,0,,0,0,LA CORUÑA,LA CORUÑA,NORTE,Internet,8832.88,4507.72
SYN000401,24/03/2024,PA200087,100824,19246,Particular,Contado,NO,NO,0,23/03/2028,31/12/2023,SI,555,F,CP29690,37,0,48,K,B,TIPO1,HÍBRIDO,M,Low,74,0,0,0,,0,0,MADRID ESTE,MADRID,CENTRO,Internet,5017.43,2692.0
SYN000402,13/03/2024,PA200054,104378,27945,Particular,Contado,NO,NO,0,12/03/2028,31/12/2023,SI,1364,M,CP6920,41,0,0,,B,TIPO6,HÍBRIDO,M,Mid,106,0,0,0,,0,0,MADRID NORTE,MADRID,CENTRO,Tienda,7285.26,3463.61
SYN000403,10/02/2024,PA200072,103307,21097,Particular,Contado,SI,SI,0,09/02/2028,31/12/2023,SI,1526,M,CP28043,44,33464,171,D,B,TIPO6,HÍBRIDO,M,High,81,0,0,0,,0,0,MADRID SUR,MADRID,CENTRO,Tienda,5499.99,2057.32
SYN000404,01/03/2024,PA200027,108032,20671,Particular,Financiera Marca,NO,NO,4,29/02/2028,31/12/2023,SI,1031,M,CP32800,45,0,0,,H,TIPO7,HÍBRIDO,M,Mid,85,0,0,0,,0,0,BARCELONA NORTE,BARCELONA,ESTE,Internet,6858.64,678.61
SYN000405,09/02/2024,PA200039,100353,12856,Particular,Otros,SI,NO,0,08/02/2028,31/12/2023,SI,670,F,CP36740,34,0,44,I,A,TIPO1,HÍBRIDO,M,Mid-High,61,0,0,0,,0,0,BILBAO,BILBAO,NORTE,Internet,2843.75,908.12
SYN000406,04/03/2024,PA200079,104021,30330,Particular,Financiera Marca,"SI, Financiera",NO,4,03/03/2028,31/12/2023,SI,1034,M,CP49029,41,33918,149,B,I,TIPO7,HÍBRIDO,M,Mid,106,0,0,0,,0,0,BARCELONA CENTRO,BARCELONA,ESTE,Tienda,10303.1,6623.03
SYN000407,23/01/2024,PA200086,102252,14766,Particular,Otros,NO,SI,0,22/01/2028,31/12/2023,SI,250,F,CP36207,45,24730,74,E,A,TIPO1,HÍBRIDO,M,Mid,73,0,0,0,,0,0,BILBAO,BILBAO,NORTE,Tienda,3266.24,1599.73
SYN000408,30/03/2024,PA200096,107301,22875,Particular,Financiera Marca,"SI, Financiera",NO,0,29/03/2028,31/12/2023,SI,1133,M,CP7250,45,24767,61,I,H,TIPO7,HÍBRIDO,M,Mid,74,0,0,0,,0,0,LA CORUÑA,LA CORUÑA,NORTE,Tienda,7589.93,785.55
SYN000409,14/01/2024,PA200056,44822,22465,Particular,Contado,NO,NO,0,13/01/2028,31/12/2023,SI,951,M,CP48010,50,28140,16,C,B,TIPO6,HÍBRIDO,M,Mid,85,0,0,0,,0,0,MADRID OESTE,MADRID,CENTRO,Tienda,5856.63,2880.89
SYN000410,13/02/2024,PA200085,104274,32876,Particular,Contado,NO,SI,0,12/02/2028,31/12/2023,SI,408,F,CP28009,30,33212,191,A,I,TIPO7,HÍBRIDO,M,Mid,106,0,0,0,,1,1,MADRID OESTE,MADRID,CENTRO,Internet,11167.98,7912.77
SYN000411,01/01/2024,PA200078,105675,36634,Particular,Financiera Marca,SI,NO,4,31/12/2027,31/12/2023,SI,1399,M,CP3570,52,0,0,,I,TIPO7,ELÉCTRICO,A,Mid,124,0,0,0,,0,0,BARCELONA SUR,BARCELONA,ESTE,Tienda,12444.57,7901.48
SYN000412,22/03/2024,PA200100,108380,23744,Particular,Otros,SI,NO,0,21/03/2028,31/12/2023,SI,3221,,CP4001,48,33596,155,A,C,TIPO4,HÍBRIDO,M,Mid,81,0,0,0,,0,0,SEVILLA,SEVILLA,SUR,Tienda,6190.06,-2908.27
SYN000413,06/02/2024,PA200017,106708,34448,Particular,Prestamo Bancario,NO,NO,0,05/02/2028,31/12/2023,SI,0,M,CP48140,55,31265,18,G,J,TIPO7,HÍBRIDO,M,Mid,123,0,0,0,,0,0,SEVILLA,SEVILLA,SUR,Tienda,1360.7,-7053.48
SYN000414,09/03/2024,PA200032,103700,28453,Particular,Otros,SI,NO,0,08/03/2028,31/12/2023,SI,1034,F,CP35110,44,0,0,,I,TIPO7,HÍBRIDO,M,Mid-High,106,0,0,0,,0,0,MADRID ESTE,MADRID,CENTRO,Tienda,9665.48,6133.7
SYN000415,02/03/2024,PA200070,107143,22043,Particular,Financiera Marca,"SI, Financiera",NO,0,01/03/2028,31/12/2023,SI,3232,M,CP1015,43,23791,0,,C,TIPO4,HÍBRIDO,M,Mid,106,0,0,0,,0,0,VALENCIA,VALENCIA,ESTE,Internet,5746.61,-2959.58
SYN000416,24/01/2024,PA200028,60613,22317,Particular,Contado,NO,NO,0,23/01/2028,31/12/2023,SI,716,M,CP8025,41,0,0,,H,TIPO7,ELÉCTRICO,A,Mid,85,0,0,0,,0,0,SEVILLA,SEVILLA,SUR,Internet,7404.78,1149.65
SYN000417,26/03/2024,PA200099,107751,20671,Particular,Contado,NO,NO,0,25/03/2028,31/12/2023,SI,716,F,CP39010,26,0,0,,H,TIPO7,HÍBRIDO,M,Mid,85,0,0,0,,0,0,SEVILLA,SEVILLA,SUR,Internet,6858.64,993.61
SYN000418,26/03/2024,PA200071,108050,20089,No Particular,Contado,"SI, Financiera",NO,0,25/03/2028,31/12/2023,SI,1451,F,CP43002,56,26344,112,C,B,TIPO6,HÍBRIDO,M,Mid-High,85,0,0,0,,1,1,MADRID OESTE,MADRID,CENTRO,Internet,5237.2,1949.17
SYN000419,23/02/2024,PA200098,103306,22535,Particular,Contado,SI,NO,0,22/02/2028,31/12/2023,SI,800,M,CP28945,33,27422,15,E,C,TIPO4,HÍBRIDO,M,Mid,103,0,0,0,,0,0,BARCELONA SUR,BARCELONA,ESTE,Tienda,5874.87,-515.92
SYN000420,12/03/2024,PA200052,103758,17118,Particular,Contado,SI,NO,0,11/03/2028,31/12/2023,SI,1166,F,CP15110,38,19371,0,,B,TIPO6,HÍBRIDO,M,Low,74,0,0,0,,0,0,BILBAO,BILBAO,NORTE,Internet,4462.66,1694.34
SYN000421,20/03/2024,PA200096,103383,33704,Particular,Contado,NO,NO,0,19/03/2028,31/12/2023,SI,1647,M,CP27880,57,25949,136,H,D,TIPO8,HÍBRIDO,M,Mid,106,0,0,0,,0,0,BARCELONA CENTRO,BARCELONA,ESTE,Tienda,8786.63,-1098.22
SYN000422,22/01/2024,PA200027,103050,19246,Particular,Contado,NO,NO,0,21/01/2028,31/12/2023,SI,1515,M,CP8023,37,33153,189,A,B,TIPO1,HÍBRIDO,M,Low,74,0,0,0,,0,0,BARCELONA CENTRO,BARCELONA,ESTE,Tienda,5017.43,1732.0
SYN000423,06/03/2024,PA200090,102835,18579,Particular,Contado,NO,NO,0,05/03/2028,31/12/2023,SI,670,M,CP20001,35,0,0,,B,TIPO1,HÍBRIDO,M,Low,74,0,0,0,,0,0,SEVILLA,SEVILLA,SUR,Tienda,4843.55,2455.8
SYN000424,09/03/2024,PA200063,104616,24045,Particular,Contado,NO,NO,0,08/03/2028,31/12/2023,SI,2386,M,CP1001,27,28447,121,C,C,TIPO4,HÍBRIDO,M,Mid,101,0,0,0,,0,0,LA CORUÑA,LA CORUÑA,NORTE,Internet,6268.53,-2066.13
SYN000425,27/02/2024,PA200090,105677,21097,No Particular,Contado,NO,NO,0,26/02/2028,31/12/2023,SI,1445,M,CP2004,46,26544,114,B,B,TIPO1,HÍBRIDO,M,High,81,0,0,0,,0,0,MADRID ESTE,MADRID,CENTRO,Internet,5499.99,2138.32
SYN000426,19/03/2024,PA200017,105011,13698,Particular,Financiera Marca,NO,NO,0,18/03/2028,31/12/2023,SI,300,F,CP8295,27,25253,0,U,A,TIPO1,HÍBRIDO,M,Mid-High,48,0,0,0,,0,0,MADRID OESTE,MADRID,CENTRO,Tienda,3030.0,1397.86
SYN000427,30/01/2024,PA200090,103326,19909,Particular,Contado,NO,NO,0,29/01/2028,31/12/2023,SI,2107,F,CP45005,36,33096,14,D,B,TIPO1,HÍBRIDO,M,Mid,78,0,0,0,,0,0,MALAGA,MALAGA,SUR,Tienda,5190.28,1260.47
SYN000428,09/02/2024,PA200022,101292,22535,Particular,Contado,NO,NO,0,08/02/2028,31/12/2023,SI,1509,F,CP18190,56,0,0,,C,TIPO4,HÍBRIDO,M,Mid,103,0,0,0,,0,0,BILBAO,BILBAO,NORTE,Tienda,5874.87,-1224.92
SYN000429,17/02/2024,PA200053,103743,22761,Particular,Financiera Marca,NO,NO,4,16/02/2028,31/12/2023,SI,1670,M,CP31006,53,0,0,,B,TIPO1,HÍBRIDO,M,Mid,117,0,0,0,,0,0,VALENCIA,VALENCIA,ESTE,Tienda,5933.79,2215.67
SYN000430,06/03/2024,PA200022,105628,27147,Particular,Contado,NO,NO,0,05/03/2028,31/12/2023,SI,1361,M,CP51002,29,27354,26,H,D,TIPO6,HÍBRIDO,M,Mid,99,0,0,0,,0,0,MADRID ESTE,MADRID,CENTRO,Tienda,7077.22,-967.62
SYN000431,20/01/2024,PA200079,105878,28287,Particular,Financiera Marca,"SI, Financiera",NO,0,19/01/2028,31/12/2023,SI,1521,F,CP4131,45,24156,0,,I,TIPO7,HÍBRIDO,M,High,106,0,0,0,,1,1,MADRID NORTE,MADRID,CENTRO,Internet,9609.09,5603.42
SYN000432,05/02/2024,PA200009,108423,14814,No Particular,Otros,NO,NO,4,04/02/2028,31/12/2023,SI,864,F,CP14005,58,0,0,,A,TIPO1,HÍBRIDO,M,High,64,0,0,0,,0,0,LA CORUÑA,LA CORUÑA,NORTE,Internet,3276.86,992.55
SYN000433,14/02/2024,PA200077,100144,27379,Particular,Otros,NO,SI,0,13/02/2028,31/12/2023,SI,1034,M,CP28015,42,32654,183,A,I,TIPO7,HÍBRIDO,M,Mid-High,106,0,0,0,,0,0,MADRID SUR,MADRID,CENTRO,Tienda,9300.65,5853.71
SYN000434,05/02/2024,PA200003,108407,23376,Particular,Contado,SI,SI,0,04/02/2028,31/12/2023,SI,1728,M,CP17760,46,0,51,H,C,TIPO4,HÍBRIDO,M,Mid,103,0,0,0,,1,1,BARCELONA NORTE,BARCELONA,ESTE,Internet,6094.12,-1423.99
SYN000435,28/01/2024,PA200057,42082,26389,Particular,Contado,SI,SI,0,27/01/2028,31/12/2023,SI,2081,F,CP41007,60,0,0,,D,TIPO1,HÍBRIDO,M,Low,115,0,0,0,,0,0,MADRID ESTE,MADRID,CENTRO,Internet,6879.61,-1705.58
SYN000436,19/03/2024,PA200014,106011,18719,Particular,Contado,NO,NO,0,18/03/2028,31/12/2023,SI,3035,M,CP2151,38,22084,99,K,B,TIPO1,HÍBRIDO,M,Low,78,0,0,0,,0,0,BARCELONA CENTRO,BARCELONA,ESTE,Internet,4880.04,116.24
SYN000437,11/03/2024,PA200039,101587,11237,Particular,Contado,NO,NO,0,10/03/2028,31/12/2023,SI,497,M,CP8208,26,27497,14,B,A,TIPO1,HÍBRIDO,M,Low,53,0,0,0,,0,0,MADRID OESTE,MADRID,CENTRO,Tienda,2485.62,850.9
SYN000438,20/02/2024,PA200033,102068,28667,Particular,Financiera Marca,SI,NO,4,19/02/2028,31/12/2023,SI,1439,F,CP43202,48,26203,121,G,I,TIPO7,HÍBRIDO,M,High,106,0,0,0,,1,1,BARCELONA SUR,BARCELONA,ESTE,Internet,9738.18,5784.49
SYN000439,08/01/2024,PA200007,102572,19552,Particular,Contado,NO,NO,0,07/01/2028,31/12/2023,SI,415,M,CP28200,44,27793,17,B,B,TIPO6,HÍBRIDO,M,Low,77,0,0,0,,0,0,BARCELONA NORTE,BARCELONA,ESTE,Tienda,5097.21,2887.6
SYN000440,05/03/2024,PA200090,103641,21088,Particular,Otros,NO,NO,0,04/03/2028,31/12/2023,SI,2232,F,CP31015,40,24928,14,E,B,TIPO6,HÍBRIDO,M,High,81,0,0,0,,0,0,BARCELONA SUR,BARCELONA,ESTE,Tienda,5497.64,1349.69
SYN000441,09/02/2024,PA200087,107317,19732,Particular,Contado,NO,NO,0,08/02/2028,31/12/2023,SI,2502,M,CP8028,66,27979,221,B,B,TIPO1,HÍBRIDO,M,Mid-High,77,0,0,0,,0,0,LA CORUÑA,LA CORUÑA,NORTE,Internet,5144.13,833.3
SYN000442,31/01/2024,PA200006,106189,25514,Particular,Contado,NO,NO,0,30/01/2028,31/12/2023,SI,994,M,CP46200,50,0,0,,I,TIPO7,HÍBRIDO,M,High,117,0,0,0,,1,1,LA CORUÑA,LA CORUÑA,NORTE,Internet,8667.11,5407.5
SYN000443,22/03/2024,PA200015,103337,19172,Particular,Financiera Marca,SI,NO,0,21/03/2028,31/12/2023,SI,1156,M,CP33600,33,24764,14,G,B,TIPO6,HÍBRIDO,M,Low,78,0,0,0,,0,0,BILBAO,BILBAO,NORTE,Tienda,4998.14,2077.55
SYN000444,16/01/2024,PA200010,102869,30330,Particular,Contado,NO,NO,0,15/01/2028,31/12/2023,SI,1034,M,CP8960,53,0,48,C,I,TIPO7,HÍBRIDO,M,Mid,106,0,0,0,,0,0,BARCELONA CENTRO,BARCELONA,ESTE,Tienda,10303.1,6623.03
SYN000445,14/02/2024,PA200019,103361,22317,Particular,Financiera Marca,"SI, Financiera",NO,4,13/02/2028,31/12/2023,SI,716,M,CP33005,62,33924,177,A,H,TIPO7,ELÉCTRICO,A,Mid,85,0,0,0,,0,0,MADRID OESTE,MADRID,CENTRO,Internet,7404.78,1149.65
SYN000446,05/01/2024,PA200087,63264,23048,Particular,Financiera Marca,"SI, Financiera",NO,4,04/01/2028,31/12/2023,SI,716,M,CP8027,34,31360,2,B,H,TIPO7,ELÉCTRICO,A,Mid,85,0,0,0,,1,1,BILBAO,BILBAO,NORTE,Internet,7647.33,1218.95
SYN000447,19/02/2024,PA200036,100899,34448,Particular,Contado,NO,NO,0,18/02/2028,31/12/2023,SI,0,M,CP28050,55,37773,113,A,J,TIPO7,HÍBRIDO,M,Mid,123,0,0,0,,0,0,MADRID ESTE,MADRID,CENTRO,Tienda,1360.7,-7053.48
SYN000448,21/03/2024,PA200014,105536,30078,Particular,Financiera Marca,"SI, Financiera",NO,0,20/03/2028,31/12/2023,SI,1959,M,CP11205,46,21546,88,I,D,TIPO8,HÍBRIDO,M,Mid-High,106,0,0,0,,1,1,BARCELONA SUR,BARCELONA,ESTE,Internet,7841.33,-1496.15
SYN000449,05/03/2024,PA200052,106946,19614,Particular,Financiera Marca,"SI, Financiera",NO,0,04/03/2028,31/12/2023,SI,1288,M,CP39006,48,24746,63,E,B,TIPO1,HÍBRIDO,M,Mid-High,85,0,0,0,,0,0,BARCELONA SUR,BARCELONA,ESTE,Internet,5113.37,2025.86
SYN000450,24/02/2024,PA200055,103404,29446,Particular,Contado,NO,NO,0,23/02/2028,31/12/2023,SI,994,F,CP28224,51,37133,118,A,I,TIPO7,ELÉCTRICO,A,High,106,0,0,0,,0,0,MADRID OESTE,MADRID,CENTRO,Internet,10002.81,6432.57
SYN000451,03/02/2024,PA200059,28725,13433,Particular,Financiera Marca,NO,NO,0,02/02/2028,31/12/2023,SI,376,F,CP46470,57,26015,114,H,A,TIPO1,HÍBRIDO,M,Mid-High,61,0,0,0,,0,0,BARCELONA CENTRO,BARCELONA,ESTE,Tienda,2971.38,1284.17
SYN000452,15/03/2024,PA200023,103127,21393,Particular,Contado,NO,NO,0,14/03/2028,31/12/2023,SI,796,M,CP3206,36,21291,63,B,D,TIPO1,HÍBRIDO,M,Low,85,0,0,0,,0,0,BILBAO,BILBAO,NORTE,Internet,5577.16,-538.99
SYN000453,07/02/2024,PA200032,102330,22940,Particular,Contado,NO,NO,0,06/02/2028,31/12/2023,SI,1864,M,CP35018,40,23629,67,I,B,TIPO1,HÍBRIDO,M,Mid-High,106,0,0,0,,0,0,MADRID SUR,MADRID,CENTRO,Tienda,5980.46,2054.2
SYN000454,17/03/2024,PA200059,103025,24004,Particular,Otros,NO,NO,0,16/03/2028,31/12/2023,SI,332,M,CP41900,41,23191,73,E,D,TIPO6,HÍBRIDO,M,Low,99,0,0,0,,0,0,MADRID ESTE,MADRID,CENTRO,Tienda,6257.84,-13.11
SYN000455,08/01/2024,PA200042,94488,20524,Particular,Contado,NO,SI,0,07/01/2028,31/12/2023,SI,1176,M,CP28830,58,32667,95,D,B,TIPO1,HÍBRIDO,M,High,77,0,0,0,,0,0,BARCELONA SUR,BARCELONA,ESTE,Internet,5350.61,2303.21
SYN000456,25/02/2024,PA200019,105162,19246,No Particular,Otros,SI,NO,0,24/02/2028,31/12/2023,SI,1129,M,CP7008,39,27836,88,G,B,TIPO1,HÍBRIDO,M,Low,74,0,0,0,,0,0,MADRID SUR,MADRID,CENTRO,Internet,5017.43,2118.0
SYN000457,02/01/2024,PA200062,104872,11475,No Particular,Contado,NO,NO,0,01/01/2028,31/12/2023,SI,633,M,CP15701,50,28364,132,B,A,TIPO1,HÍBRIDO,M,Low,53,0,0,0,,0,0,BARCELONA NORTE,BARCELONA,ESTE,Internet,2538.27,748.74
SYN000458,08/01/2024,PA200061,45508,20671,Particular,Financiera Marca,NO,NO,4,07/01/2028,31/12/2023,SI,1031,M,CP31010,37,0,0,,H,TIPO7,HÍBRIDO,M,Mid,85,0,0,0,,1,1,BARCELONA NORTE,BARCELONA,ESTE,Internet,6858.64,678.61
SYN000459,13/02/2024,PA200063,106516,16225,Particular,Contado,NO,NO,0,12/02/2028,31/12/2023,SI,1594,F,CP46800,51,31884,16,A,B,TIPO1,HÍBRIDO,M,Low,74,0,0,0,,0,0,BARCELONA NORTE,BARCELONA,ESTE,Internet,4229.86,1104.08
SYN000460,27/02/2024,PA200084,102520,22937,Particular,Contado,NO,NO,0,26/02/2028,31/12/2023,SI,1252,M,CP49016,29,25157,164,B,B,TIPO1,HÍBRIDO,M,Mid,106,0,0,0,,0,0,BARCELONA CENTRO,BARCELONA,ESTE,Tienda,5979.68,2665.65
SYN000461,15/01/2024,PA200022,103829,25316,Particular,Contado,NO,SI,0,14/01/2028,31/12/2023,SI,1364,M,CP28850,60,27427,113,E,B,TIPO1,HÍBRIDO,M,Mid,106,0,0,0,,0,0,LA CORUÑA,LA CORUÑA,NORTE,Internet,6599.88,2985.92
SYN000462,25/03/2024,PA200002,101719,23417,Particular,Contado,NO,NO,0,24/03/2028,31/12/2023,SI,746,M,CP8210,60,28454,13,G,B,TIPO6,HÍBRIDO,M,Mid,106,0,0,0,,0,0,MADRID OESTE,MADRID,CENTRO,Internet,6104.81,3258.87
SYN000463,24/03/2024,PA200099,101268,24389,No Particular,Otros,NO,NO,0,23/03/2028,31/12/2023,SI,829,M,CP36205,29,27502,86,B,B,TIPO1,HÍBRIDO,M,Mid-High,106,0,0,0,,0,0,MADRID SUR,MADRID,CENTRO,Internet,6358.21,3352.48
SYN000464,13/03/2024,PA200072,106111,19994,Particular,Otros,NO,NO,0,12/03/2028,31/12/2023,SI,951,M,CP33470,35,25526,121,H,B,TIPO1,HÍBRIDO,M,Mid-High,85,0,0,0,,0,0,MADRID ESTE,MADRID,CENTRO,Internet,5212.44,2431.91
SYN000465,12/02/2024,PA200032,105307,31343,Particular,Otros,NO,NO,0,11/02/2028,31/12/2023,SI,1994,F,CP8013,55,29651,128,C,I,TIPO7,HÍBRIDO,M,Mid,106,0,0,0,,0,0,VALENCIA,VALENCIA,ESTE,Internet,10647.22,5927.12
SYN000466,22/03/2024,PA200016,103220,26121,Particular,Prestamo Bancario,SI,SI,0,21/03/2028,31/12/2023,SI,1672,M,CP8394,52,32149,12,C,D,TIPO1,ELÉCTRICO,A,High,110,0,0,0,,0,0,MADRID OESTE,MADRID,CENTRO,Internet,6809.74,-1302.93
SYN000467,15/01/2024,PA200044,103058,12581,Particular,Contado,NO,SI,0,14/01/2028,31/12/2023,SI,1837,F,CP8206,40,29562,89,D,A,TIPO1,HÍBRIDO,M,Mid-High,53,0,0,0,,0,0,LA CORUÑA,LA CORUÑA,NORTE,Internet,2782.92,-297.98
