CODE,Id_Producto,Modelo,TIPO_CARROCERIA,Fuel,TRANSMISION_ID,Equipamiento,Kw,EXTENSION_GARANTIA,EN_GARANTIA,MANTENIMIENTO_GRATUITO
ID30194,PH100369,H,TIPO7,HÍBRIDO,M,Mid,74,NO,SI,0
ID30195,PH100369,H,TIPO7,HÍBRIDO,M,Mid,74,"SI, Financiera",SI,4
ID30197,PH100369,H,TIPO7,HÍBRIDO,M,Mid,74,"SI, Financiera",SI,4
ID30201,PH100369,H,TIPO7,HÍBRIDO,M,Mid,74,SI,SI,0
ID30203,PH100369,H,TIPO7,HÍBRIDO,M,Mid,74,"SI, Financiera",SI,4
ID30204,PH100369,H,TIPO7,HÍBRIDO,M,Mid,74,NO,SI,0
ID30207,PH100369,H,TIPO7,HÍBRIDO,M,Mid,74,NO,NO,0
ID29513,PH100370,H,TIPO7,HÍBRIDO,M,Mid,74,NO,NO,0
ID29549,PH100370,H,TIPO7,HÍBRIDO,M,Mid,74,NO,NO,0
ID29596,PH100370,H,TIPO7,HÍBRIDO,M,Mid,74,NO,NO,0
ID29624,PH100370,H,TIPO7,HÍBRIDO,M,Mid,74,NO,NO,0
ID29658,PH100370,H,TIPO7,HÍBRIDO,M,Mid,74,NO,SI,0
ID29684,PH100370,H,TIPO7,HÍBRIDO,M,Mid,74,NO,SI,0
ID29703,PH100370,H,TIPO7,HÍBRIDO,M,Mid,74,SI,SI,0
ID29853,PH100370,H,TIPO7,HÍBRIDO,M,Mid,74,NO,NO,0
ID29883,PH100370,H,TIPO7,HÍBRIDO,M,Mid,74,NO,SI,4
ID29959,PH100370,H,TIPO7,HÍBRIDO,M,Mid,74,NO,SI,0
ID29965,PH100370,H,TIPO7,HÍBRIDO,M,Mid,74,"SI, Financiera",SI,4
ID30016,PH100370,H,TIPO7,HÍBRIDO,M,Mid,74,NO,NO,0
ID30023,PH100370,H,TIPO7,HÍBRIDO,M,Mid,74,NO,NO,0
ID30031,PH100370,H,TIPO7,HÍBRIDO,M,Mid,74,NO,NO,0
ID30047,PH100370,H,TIPO7,HÍBRIDO,M,Mid,74,NO,SI,0
ID30117,PH100370,H,TIPO7,HÍBRIDO,M,Mid,74,"SI, Financiera",SI,4
ID30118,PH100370,H,TIPO7,HÍBRIDO,M,Mid,74,"SI, Financiera",NO,4
ID29452,PH100371,H,TIPO7,HÍBRIDO,M,Mid,74,NO,SI,0
ID29456,PH100371,H,TIPO7,HÍBRIDO,M,Mid,74,"SI, Financiera",SI,4
ID29459,PH100371,H,TIPO7,HÍBRIDO,M,Mid,74,"SI, Financiera",SI,4
ID29462,PH100371,H,TIPO7,HÍBRIDO,M,Mid,74,NO,SI,0
ID29465,PH100371,H,TIPO7,HÍBRIDO,M,Mid,74,SI,SI,0
ID29467,PH100371,H,TIPO7,HÍBRIDO,M,Mid,74,"SI, Financiera",SI,4
ID29473,PH100371,H,TIPO7,HÍBRIDO,M,Mid,74,NO,NO,0
ID29484,PH100371,H,TIPO7,HÍBRIDO,M,Mid,74,"SI, Financiera",SI,4
ID29485,PH100371,H,TIPO7,HÍBRIDO,M,Mid,74,SI,NO,0
ID29491,PH100371,H,TIPO7,HÍBRIDO,M,Mid,74,NO,SI,0
ID29492,PH100371,H,TIPO7,HÍBRIDO,M,Mid,74,NO,NO,0
ID29494,PH100371,H,TIPO7,HÍBRIDO,M,Mid,74,"SI, Financiera",NO,4
ID29521,PH100371,H,TIPO7,HÍBRIDO,M,Mid,74,"SI, Financiera",SI,4
ID29523,PH100371,H,TIPO7,HÍBRIDO,M,Mid,74,NO,NO,0
ID29525,PH100371,H,TIPO7,HÍBRIDO,M,Mid,74,NO,SI,0
ID29911,PH100371,H,TIPO7,HÍBRIDO,M,Mid,74,NO,NO,0
ID29913,PH100371,H,TIPO7,HÍBRIDO,M,Mid,74,NO,SI,0
ID29927,PH100371,H,TIPO7,HÍBRIDO,M,Mid,74,NO,NO,4
ID29937,PH100371,H,TIPO7,HÍBRIDO,M,Mid,74,SI,NO,0
ID29955,PH100371,H,TIPO7,HÍBRIDO,M,Mid,74,NO,NO,0
ID29956,PH100371,H,TIPO7,HÍBRIDO,M,Mid,74,SI,SI,0
ID29977,PH100371,H,TIPO7,HÍBRIDO,M,Mid,74,NO,SI,0
ID30009,PH100371,H,TIPO7,HÍBRIDO,M,Mid,74,NO,SI,0
ID30015,PH100371,H,TIPO7,HÍBRIDO,M,Mid,74,NO,SI,0
ID30178,PH100371,H,TIPO7,HÍBRIDO,M,Mid,74,SI,NO,4
ID30182,PH100371,H,TIPO7,HÍBRIDO,M,Mid,74,"SI, Financiera",NO,4
ID4982,PB100142,B,TIPO6,HÍBRIDO,M,Low,74,NO,SI,0
ID5017,PB100142,B,TIPO6,HÍBRIDO,M,Low,74,NO,SI,0
ID5175,PB100142,B,TIPO6,HÍBRIDO,M,Low,74,SI,NO,0
ID26273,PA100027,A,TIPO1,HÍBRIDO,M,Low,53,NO,NO,0
ID8490,PB100139,B,TIPO6,HÍBRIDO,M,Mid,74,NO,NO,0
ID8505,PB100139,B,TIPO6,HÍBRIDO,M,Mid,74,NO,SI,0
ID8540,PB100139,B,TIPO6,HÍBRIDO,M,Mid,74,NO,NO,0
ID10837,PB100067,B,TIPO1,HÍBRIDO,M,Mid-High,74,NO,SI,0
ID10842,PB100067,B,TIPO1,HÍBRIDO,M,Mid-High,74,NO,SI,0
ID10950,PB100067,B,TIPO1,HÍBRIDO,M,Mid-High,74,NO,NO,0
ID10952,PB100067,B,TIPO1,HÍBRIDO,M,Mid-High,74,NO,SI,0
ID10956,PB100067,B,TIPO1,HÍBRIDO,M,Mid-High,74,NO,NO,0
ID11018,PB100067,B,TIPO1,HÍBRIDO,M,Mid-High,74,NO,SI,0
ID11034,PB100067,B,TIPO1,HÍBRIDO,M,Mid-High,74,NO,SI,0
ID11043,PB100067,B,TIPO1,HÍBRIDO,M,Mid-High,74,NO,SI,0
ID10797,PB100067,B,TIPO1,HÍBRIDO,M,Mid-High,74,NO,NO,0
ID10869,PB100067,B,TIPO1,HÍBRIDO,M,Mid-High,74,NO,SI,0
ID10896,PB100067,B,TIPO1,HÍBRIDO,M,Mid-High,74,NO,SI,0
ID10944,PB100067,B,TIPO1,HÍBRIDO,M,Mid-High,74,NO,SI,0
ID10951,PB100067,B,TIPO1,HÍBRIDO,M,Mid-High,74,NO,SI,0
ID10955,PB100067,B,TIPO1,HÍBRIDO,M,Mid-High,74,SI,SI,0
ID11028,PB100067,B,TIPO1,HÍBRIDO,M,Mid-High,74,NO,SI,0
ID10792,PB100068,B,TIPO1,HÍBRIDO,M,Mid-High,74,NO,NO,0
ID10811,PB100068,B,TIPO1,HÍBRIDO,M,Mid-High,74,NO,NO,0
ID10826,PB100068,B,TIPO1,HÍBRIDO,M,Mid-High,74,SI,SI,0
ID10873,PB100068,B,TIPO1,HÍBRIDO,M,Mid-High,74,NO,SI,0
ID10882,PB100068,B,TIPO1,HÍBRIDO,M,Mid-High,74,SI,SI,0
ID10899,PB100068,B,TIPO1,HÍBRIDO,M,Mid-High,74,NO,NO,0
ID10907,PB100068,B,TIPO1,HÍBRIDO,M,Mid-High,74,NO,SI,0
ID10910,PB100068,B,TIPO1,HÍBRIDO,M,Mid-High,74,NO,NO,0
ID10918,PB100068,B,TIPO1,HÍBRIDO,M,Mid-High,74,NO,SI,0
ID10923,PB100068,B,TIPO1,HÍBRIDO,M,Mid-High,74,NO,SI,0
ID10927,PB100068,B,TIPO1,HÍBRIDO,M,Mid-High,74,NO,SI,0
ID10932,PB100068,B,TIPO1,HÍBRIDO,M,Mid-High,74,NO,SI,0
ID10954,PB100068,B,TIPO1,HÍBRIDO,M,Mid-High,74,SI,SI,0
ID10972,PB100068,B,TIPO1,HÍBRIDO,M,Mid-High,74,NO,NO,0
ID11007,PB100068,B,TIPO1,HÍBRIDO,M,Mid-High,74,NO,SI,0
ID11063,PB100068,B,TIPO1,HÍBRIDO,M,Mid-High,74,NO,NO,0
ID8460,PB100140,B,TIPO6,HÍBRIDO,M,Mid-High,74,NO,NO,0
ID8471,PB100140,B,TIPO6,HÍBRIDO,M,Mid-High,74,NO,NO,0
ID8541,PB100140,B,TIPO6,HÍBRIDO,M,Mid-High,74,NO,SI,0
ID10791,PB100068,B,TIPO1,HÍBRIDO,M,Mid-High,74,NO,NO,0
ID10821,PB100068,B,TIPO1,HÍBRIDO,M,Mid-High,74,NO,SI,0
ID10825,PB100068,B,TIPO1,HÍBRIDO,M,Mid-High,74,NO,SI,0
ID10845,PB100068,B,TIPO1,HÍBRIDO,M,Mid-High,74,NO,NO,0
ID10852,PB100068,B,TIPO1,HÍBRIDO,M,Mid-High,74,SI,SI,0
ID10867,PB100068,B,TIPO1,HÍBRIDO,M,Mid-High,74,NO,SI,0
ID10904,PB100068,B,TIPO1,HÍBRIDO,M,Mid-High,74,NO,SI,0
ID10926,PB100068,B,TIPO1,HÍBRIDO,M,Mid-High,74,NO,NO,0
ID10933,PB100068,B,TIPO1,HÍBRIDO,M,Mid-High,74,NO,SI,0
ID10960,PB100068,B,TIPO1,HÍBRIDO,M,Mid-High,74,NO,SI,0
ID10964,PB100068,B,TIPO1,HÍBRIDO,M,Mid-High,74,NO,SI,0
ID10971,PB100068,B,TIPO1,HÍBRIDO,M,Mid-High,74,NO,NO,0
ID10977,PB100068,B,TIPO1,HÍBRIDO,M,Mid-High,74,NO,SI,0
ID11017,PB100068,B,TIPO1,HÍBRIDO,M,Mid-High,74,NO,SI,0
ID11033,PB100068,B,TIPO1,HÍBRIDO,M,Mid-High,74,SI,SI,0
ID8397,PB100141,B,TIPO6,HÍBRIDO,M,Mid-High,74,NO,NO,0
ID8398,PB100141,B,TIPO6,HÍBRIDO,M,Mid-High,74,NO,SI,0
ID8442,PB100141,B,TIPO6,HÍBRIDO,M,Mid-High,74,SI,SI,0
ID8443,PB100141,B,TIPO6,HÍBRIDO,M,Mid-High,74,SI,NO,0
ID8444,PB100141,B,TIPO6,HÍBRIDO,M,Mid-High,74,SI,SI,0
ID8448,PB100141,B,TIPO6,HÍBRIDO,M,Mid-High,74,NO,SI,0
ID8449,PB100141,B,TIPO6,HÍBRIDO,M,Mid-High,74,NO,SI,0
ID8453,PB100141,B,TIPO6,HÍBRIDO,M,Mid-High,74,NO,SI,0
ID8457,PB100141,B,TIPO6,HÍBRIDO,M,Mid-High,74,NO,SI,0
ID8462,PB100141,B,TIPO6,HÍBRIDO,M,Mid-High,74,NO,NO,0
ID8466,PB100141,B,TIPO6,HÍBRIDO,M,Mid-High,74,NO,SI,0
ID8483,PB100141,B,TIPO6,HÍBRIDO,M,Mid-High,74,SI,SI,0
ID8485,PB100141,B,TIPO6,HÍBRIDO,M,Mid-High,74,SI,NO,0
ID8489,PB100141,B,TIPO6,HÍBRIDO,M,Mid-High,74,NO,SI,0
ID8491,PB100141,B,TIPO6,HÍBRIDO,M,Mid-High,74,NO,SI,0
ID8499,PB100141,B,TIPO6,HÍBRIDO,M,Mid-High,74,SI,SI,0
ID8512,PB100141,B,TIPO6,HÍBRIDO,M,Mid-High,74,NO,SI,0
ID8532,PB100141,B,TIPO6,HÍBRIDO,M,Mid-High,74,SI,SI,0
ID8544,PB100141,B,TIPO6,HÍBRIDO,M,Mid-High,74,NO,SI,0
ID8564,PB100141,B,TIPO6,HÍBRIDO,M,Mid-High,74,NO,SI,0
ID8576,PB100141,B,TIPO6,HÍBRIDO,M,Mid-High,74,NO,SI,0
ID8578,PB100141,B,TIPO6,HÍBRIDO,M,Mid-High,74,NO,SI,0
ID8579,PB100141,B,TIPO6,HÍBRIDO,M,Mid-High,74,NO,NO,0
ID8580,PB100141,B,TIPO6,HÍBRIDO,M,Mid-High,74,NO,SI,0
ID8594,PB100141,B,TIPO6,HÍBRIDO,M,Mid-High,74,NO,SI,0
ID10769,PB100070,B,TIPO1,HÍBRIDO,M,High,74,SI,SI,0
ID10770,PB100070,B,TIPO1,HÍBRIDO,M,High,74,NO,NO,0
ID10772,PB100070,B,TIPO1,HÍBRIDO,M,High,74,NO,SI,0
ID10776,PB100070,B,TIPO1,HÍBRIDO,M,High,74,NO,SI,0
ID10781,PB100070,B,TIPO1,HÍBRIDO,M,High,74,NO,SI,0
ID10783,PB100070,B,TIPO1,HÍBRIDO,M,High,74,NO,SI,0
ID10800,PB100070,B,TIPO1,HÍBRIDO,M,High,74,NO,NO,0
ID10824,PB100070,B,TIPO1,HÍBRIDO,M,High,74,NO,NO,0
ID10828,PB100070,B,TIPO1,HÍBRIDO,M,High,74,NO,SI,0
ID10831,PB100070,B,TIPO1,HÍBRIDO,M,High,74,NO,NO,0
ID10839,PB100070,B,TIPO1,HÍBRIDO,M,High,74,SI,SI,0
ID10848,PB100070,B,TIPO1,HÍBRIDO,M,High,74,SI,SI,0
ID10888,PB100070,B,TIPO1,HÍBRIDO,M,High,74,NO,NO,0
ID10936,PB100070,B,TIPO1,HÍBRIDO,M,High,74,NO,NO,0
ID10981,PB100070,B,TIPO1,HÍBRIDO,M,High,74,NO,SI,0
ID10983,PB100070,B,TIPO1,HÍBRIDO,M,High,74,NO,NO,0
ID10985,PB100070,B,TIPO1,HÍBRIDO,M,High,74,NO,SI,0
ID10992,PB100070,B,TIPO1,HÍBRIDO,M,High,74,NO,NO,0
ID10994,PB100070,B,TIPO1,HÍBRIDO,M,High,74,NO,SI,0
ID10779,PB100070,B,TIPO1,HÍBRIDO,M,High,74,NO,SI,0
ID10805,PB100070,B,TIPO1,HÍBRIDO,M,High,74,NO,SI,0
ID10807,PB100070,B,TIPO1,HÍBRIDO,M,High,74,NO,SI,0
ID10812,PB100070,B,TIPO1,HÍBRIDO,M,High,74,NO,SI,0
ID10814,PB100070,B,TIPO1,HÍBRIDO,M,High,74,NO,SI,0
ID10816,PB100070,B,TIPO1,HÍBRIDO,M,High,74,NO,SI,0
ID10823,PB100070,B,TIPO1,HÍBRIDO,M,High,74,NO,NO,0
ID10847,PB100070,B,TIPO1,HÍBRIDO,M,High,74,SI,SI,0
ID10856,PB100070,B,TIPO1,HÍBRIDO,M,High,74,NO,SI,0
ID10874,PB100070,B,TIPO1,HÍBRIDO,M,High,74,NO,SI,0
ID10889,PB100070,B,TIPO1,HÍBRIDO,M,High,74,NO,SI,0
ID10890,PB100070,B,TIPO1,HÍBRIDO,M,High,74,NO,NO,0
ID10898,PB100070,B,TIPO1,HÍBRIDO,M,High,74,SI,SI,0
ID10917,PB100070,B,TIPO1,HÍBRIDO,M,High,74,SI,SI,0
ID10928,PB100070,B,TIPO1,HÍBRIDO,M,High,74,NO,SI,0
ID10935,PB100070,B,TIPO1,HÍBRIDO,M,High,74,NO,SI,0
ID10982,PB100070,B,TIPO1,HÍBRIDO,M,High,74,NO,SI,0
ID11006,PB100070,B,TIPO1,HÍBRIDO,M,High,74,NO,SI,0
ID11013,PB100070,B,TIPO1,HÍBRIDO,M,High,74,NO,SI,0
ID11026,PB100070,B,TIPO1,HÍBRIDO,M,High,74,SI,SI,0
ID8393,PB100143,B,TIPO6,HÍBRIDO,M,High,74,NO,SI,0
ID8401,PB100143,B,TIPO6,HÍBRIDO,M,High,74,NO,SI,0
ID8402,PB100143,B,TIPO6,HÍBRIDO,M,High,74,NO,SI,0
ID8403,PB100143,B,TIPO6,HÍBRIDO,M,High,74,NO,NO,0
ID8410,PB100143,B,TIPO6,HÍBRIDO,M,High,74,SI,SI,0
ID8411,PB100143,B,TIPO6,HÍBRIDO,M,High,74,NO,SI,0
ID8412,PB100143,B,TIPO6,HÍBRIDO,M,High,74,NO,SI,0
ID8417,PB100143,B,TIPO6,HÍBRIDO,M,High,74,NO,SI,0
ID8426,PB100143,B,TIPO6,HÍBRIDO,M,High,74,NO,SI,0
ID8427,PB100143,B,TIPO6,HÍBRIDO,M,High,74,NO,SI,0
ID8430,PB100143,B,TIPO6,HÍBRIDO,M,High,74,NO,NO,0
ID8431,PB100143,B,TIPO6,HÍBRIDO,M,High,74,NO,NO,0
ID8432,PB100143,B,TIPO6,HÍBRIDO,M,High,74,NO,SI,0
ID8434,PB100143,B,TIPO6,HÍBRIDO,M,High,74,SI,SI,0
ID8438,PB100143,B,TIPO6,HÍBRIDO,M,High,74,NO,SI,0
ID8458,PB100143,B,TIPO6,HÍBRIDO,M,High,74,NO,SI,0
ID8459,PB100143,B,TIPO6,HÍBRIDO,M,High,74,SI,SI,0
ID8469,PB100143,B,TIPO6,HÍBRIDO,M,High,74,NO,SI,0
ID8475,PB100143,B,TIPO6,HÍBRIDO,M,High,74,SI,SI,0
ID8476,PB100143,B,TIPO6,HÍBRIDO,M,High,74,SI,NO,0
ID8477,PB100143,B,TIPO6,HÍBRIDO,M,High,74,SI,NO,0
ID8478,PB100143,B,TIPO6,HÍBRIDO,M,High,74,NO,SI,0
ID8486,PB100143,B,TIPO6,HÍBRIDO,M,High,74,NO,SI,0
ID8494,PB100143,B,TIPO6,HÍBRIDO,M,High,74,NO,SI,0
ID8497,PB100143,B,TIPO6,HÍBRIDO,M,High,74,NO,SI,0
ID8498,PB100143,B,TIPO6,HÍBRIDO,M,High,74,SI,SI,0
ID8500,PB100143,B,TIPO6,HÍBRIDO,M,High,74,SI,NO,0
ID8508,PB100143,B,TIPO6,HÍBRIDO,M,High,74,NO,NO,0
ID8509,PB100143,B,TIPO6,HÍBRIDO,M,High,74,NO,SI,0
ID8510,PB100143,B,TIPO6,HÍBRIDO,M,High,74,NO,SI,0
ID8513,PB100143,B,TIPO6,HÍBRIDO,M,High,74,SI,SI,0
ID8514,PB100143,B,TIPO6,HÍBRIDO,M,High,74,SI,NO,0
ID8515,PB100143,B,TIPO6,HÍBRIDO,M,High,74,SI,NO,0
ID8520,PB100143,B,TIPO6,HÍBRIDO,M,High,74,NO,SI,0
ID8534,PB100143,B,TIPO6,HÍBRIDO,M,High,74,NO,SI,0
ID8543,PB100143,B,TIPO6,HÍBRIDO,M,High,74,NO,NO,0
ID8549,PB100143,B,TIPO6,HÍBRIDO,M,High,74,SI,SI,0
ID8550,PB100143,B,TIPO6,HÍBRIDO,M,High,74,SI,SI,0
ID8553,PB100143,B,TIPO6,HÍBRIDO,M,High,74,NO,SI,0
ID8557,PB100143,B,TIPO6,HÍBRIDO,M,High,74,NO,NO,0
ID8559,PB100143,B,TIPO6,HÍBRIDO,M,High,74,NO,SI,0
ID8561,PB100143,B,TIPO6,HÍBRIDO,M,High,74,NO,NO,0
ID8572,PB100143,B,TIPO6,HÍBRIDO,M,High,74,NO,SI,0
ID8584,PB100143,B,TIPO6,HÍBRIDO,M,High,74,SI,SI,0
ID8585,PB100143,B,TIPO6,HÍBRIDO,M,High,74,NO,SI,0
ID8586,PB100143,B,TIPO6,HÍBRIDO,M,High,74,NO,SI,0
ID8587,PB100143,B,TIPO6,HÍBRIDO,M,High,74,NO,NO,0
ID10255,PB100069,B,TIPO1,HÍBRIDO,M,Low,74,SI,SI,0
ID12338,PB100083,B,TIPO1,HÍBRIDO,M,Mid,107,SI,SI,0
ID11452,PB100152,B,TIPO6,HÍBRIDO,M,Mid,107,NO,SI,0
ID11458,PB100152,B,TIPO6,HÍBRIDO,M,Mid,107,SI,SI,0
ID11461,PB100152,B,TIPO6,HÍBRIDO,M,Mid,107,SI,SI,0
ID11451,PB100152,B,TIPO6,HÍBRIDO,M,Mid,107,NO,NO,0
ID11459,PB100152,B,TIPO6,HÍBRIDO,M,Mid,107,NO,SI,0
ID11462,PB100152,B,TIPO6,HÍBRIDO,M,Mid,107,NO,SI,0
ID11953,PB100119,B,TIPO1,HÍBRIDO,M,Mid,106,NO,SI,0
ID11959,PB100119,B,TIPO1,HÍBRIDO,M,Mid,106,NO,SI,0
ID11968,PB100119,B,TIPO1,HÍBRIDO,M,Mid,106,NO,NO,0
ID11971,PB100119,B,TIPO1,HÍBRIDO,M,Mid,106,NO,SI,0
ID11973,PB100119,B,TIPO1,HÍBRIDO,M,Mid,106,SI,NO,0
ID11979,PB100119,B,TIPO1,HÍBRIDO,M,Mid,106,NO,SI,0
ID11997,PB100119,B,TIPO1,HÍBRIDO,M,Mid,106,NO,NO,0
ID12026,PB100119,B,TIPO1,HÍBRIDO,M,Mid,106,NO,SI,0
ID12064,PB100119,B,TIPO1,HÍBRIDO,M,Mid,106,NO,SI,0
ID12066,PB100119,B,TIPO1,HÍBRIDO,M,Mid,106,NO,SI,0
ID12068,PB100119,B,TIPO1,HÍBRIDO,M,Mid,106,NO,SI,0
ID11965,PB100119,B,TIPO1,HÍBRIDO,M,Mid,106,NO,SI,0
ID11969,PB100119,B,TIPO1,HÍBRIDO,M,Mid,106,NO,SI,0
ID11972,PB100119,B,TIPO1,HÍBRIDO,M,Mid,106,SI,SI,0
ID11974,PB100119,B,TIPO1,HÍBRIDO,M,Mid,106,SI,SI,0
ID11981,PB100119,B,TIPO1,HÍBRIDO,M,Mid,106,NO,SI,0
ID11985,PB100119,B,TIPO1,HÍBRIDO,M,Mid,106,NO,SI,0
ID11990,PB100119,B,TIPO1,HÍBRIDO,M,Mid,106,NO,SI,0
ID11996,PB100119,B,TIPO1,HÍBRIDO,M,Mid,106,NO,SI,0
ID12003,PB100119,B,TIPO1,HÍBRIDO,M,Mid,106,SI,SI,0
ID12018,PB100119,B,TIPO1,HÍBRIDO,M,Mid,106,SI,SI,0
ID12027,PB100119,B,TIPO1,HÍBRIDO,M,Mid,106,NO,NO,0
ID11324,PB100174,B,TIPO6,HÍBRIDO,M,Mid,106,NO,NO,0
ID11331,PB100174,B,TIPO6,HÍBRIDO,M,Mid,106,NO,SI,0
ID11333,PB100174,B,TIPO6,HÍBRIDO,M,Mid,106,NO,SI,0
ID11335,PB100174,B,TIPO6,HÍBRIDO,M,Mid,106,NO,SI,0
ID11339,PB100174,B,TIPO6,HÍBRIDO,M,Mid,106,NO,SI,0
ID11340,PB100174,B,TIPO6,HÍBRIDO,M,Mid,106,NO,NO,0
ID11342,PB100174,B,TIPO6,HÍBRIDO,M,Mid,106,NO,SI,0
ID11344,PB100174,B,TIPO6,HÍBRIDO,M,Mid,106,NO,NO,0
ID11353,PB100174,B,TIPO6,HÍBRIDO,M,Mid,106,NO,NO,0
ID11321,PB100174,B,TIPO6,HÍBRIDO,M,Mid,106,NO,SI,0
ID11329,PB100174,B,TIPO6,HÍBRIDO,M,Mid,106,NO,SI,0
ID11330,PB100174,B,TIPO6,HÍBRIDO,M,Mid,106,NO,SI,0
ID11334,PB100174,B,TIPO6,HÍBRIDO,M,Mid,106,NO,SI,0
ID11343,PB100174,B,TIPO6,HÍBRIDO,M,Mid,106,NO,SI,0
ID11450,PB100153,B,TIPO6,HÍBRIDO,M,Mid,107,NO,NO,0
ID11453,PB100153,B,TIPO6,HÍBRIDO,M,Mid,107,SI,SI,0
ID11984,PB100121,B,TIPO1,HÍBRIDO,M,Mid,106,NO,SI,0
ID12006,PB100121,B,TIPO1,HÍBRIDO,M,Mid,106,NO,NO,0
ID12008,PB100121,B,TIPO1,HÍBRIDO,M,Mid,106,NO,SI,0
ID12013,PB100121,B,TIPO1,HÍBRIDO,M,Mid,106,NO,NO,0
ID12019,PB100121,B,TIPO1,HÍBRIDO,M,Mid,106,SI,NO,0
ID12039,PB100121,B,TIPO1,HÍBRIDO,M,Mid,106,SI,SI,0
ID12040,PB100121,B,TIPO1,HÍBRIDO,M,Mid,106,NO,SI,0
ID11961,PB100121,B,TIPO1,HÍBRIDO,M,Mid,106,NO,SI,0
ID11976,PB100121,B,TIPO1,HÍBRIDO,M,Mid,106,NO,SI,0
ID12014,PB100121,B,TIPO1,HÍBRIDO,M,Mid,106,NO,SI,0
ID12032,PB100121,B,TIPO1,HÍBRIDO,M,Mid,106,NO,NO,0
ID12043,PB100121,B,TIPO1,HÍBRIDO,M,Mid,106,SI,NO,0
ID12061,PB100121,B,TIPO1,HÍBRIDO,M,Mid,106,NO,SI,0
ID12063,PB100121,B,TIPO1,HÍBRIDO,M,Mid,106,SI,SI,0
ID11320,PB100176,B,TIPO6,HÍBRIDO,M,Mid,106,NO,SI,0
ID11322,PB100176,B,TIPO6,HÍBRIDO,M,Mid,106,NO,SI,0
ID11346,PB100176,B,TIPO6,HÍBRIDO,M,Mid,106,NO,SI,0
ID11307,PB100176,B,TIPO6,HÍBRIDO,M,Mid,106,SI,NO,0
ID11312,PB100176,B,TIPO6,HÍBRIDO,M,Mid,106,SI,NO,0
ID11314,PB100176,B,TIPO6,HÍBRIDO,M,Mid,106,SI,SI,0
ID11323,PB100176,B,TIPO6,HÍBRIDO,M,Mid,106,NO,SI,0
ID11345,PB100176,B,TIPO6,HÍBRIDO,M,Mid,106,NO,NO,0
ID11354,PB100176,B,TIPO6,HÍBRIDO,M,Mid,106,NO,SI,0
ID11725,PB100126,B,TIPO1,HÍBRIDO,M,Mid,131,NO,SI,0
ID11960,PB100122,B,TIPO1,HÍBRIDO,M,Mid-High,106,NO,SI,0
ID11986,PB100122,B,TIPO1,HÍBRIDO,M,Mid-High,106,SI,SI,0
ID11995,PB100122,B,TIPO1,HÍBRIDO,M,Mid-High,106,NO,SI,0
ID12002,PB100122,B,TIPO1,HÍBRIDO,M,Mid-High,106,SI,SI,0
ID12011,PB100122,B,TIPO1,HÍBRIDO,M,Mid-High,106,NO,SI,0
ID12017,PB100122,B,TIPO1,HÍBRIDO,M,Mid-High,106,SI,SI,0
ID12051,PB100122,B,TIPO1,HÍBRIDO,M,Mid-High,106,NO,SI,0
ID11998,PB100122,B,TIPO1,HÍBRIDO,M,Mid-High,106,SI,SI,0
ID12001,PB100122,B,TIPO1,HÍBRIDO,M,Mid-High,106,SI,NO,0
ID12009,PB100122,B,TIPO1,HÍBRIDO,M,Mid-High,106,NO,NO,0
ID12010,PB100122,B,TIPO1,HÍBRIDO,M,Mid-High,106,NO,SI,0
ID12021,PB100122,B,TIPO1,HÍBRIDO,M,Mid-High,106,NO,SI,0
ID12047,PB100122,B,TIPO1,HÍBRIDO,M,Mid-High,106,SI,NO,0
ID11221,PB100181,B,TIPO6,HÍBRIDO,M,Mid,131,SI,NO,0
ID11225,PB100181,B,TIPO6,HÍBRIDO,M,Mid,131,NO,NO,0
ID11220,PB100181,B,TIPO6,HÍBRIDO,M,Mid,131,SI,NO,0
ID11226,PB100181,B,TIPO6,HÍBRIDO,M,Mid,131,NO,SI,0
ID11233,PB100181,B,TIPO6,HÍBRIDO,M,Mid,131,SI,NO,0
ID11235,PB100181,B,TIPO6,HÍBRIDO,M,Mid,131,NO,SI,0
ID11319,PB100177,B,TIPO6,HÍBRIDO,M,Mid-High,106,NO,SI,0
ID11326,PB100177,B,TIPO6,HÍBRIDO,M,Mid-High,106,NO,NO,0
ID11348,PB100177,B,TIPO6,HÍBRIDO,M,Mid-High,106,NO,SI,0
ID11347,PB100177,B,TIPO6,HÍBRIDO,M,Mid-High,106,NO,SI,0
ID11349,PB100177,B,TIPO6,HÍBRIDO,M,Mid-High,106,NO,SI,0
ID11352,PB100177,B,TIPO6,HÍBRIDO,M,Mid-High,106,SI,NO,0
ID11234,PB100182,B,TIPO6,HÍBRIDO,M,Mid-High,131,NO,NO,0
ID11238,PB100182,B,TIPO6,HÍBRIDO,M,Mid-High,131,NO,SI,0
ID26199,PA100024,A,TIPO1,HÍBRIDO,M,Low,53,NO,NO,0
ID23157,PA100044,A,TIPO1,HÍBRIDO,M,Low,48,NO,NO,0
ID24840,PA100033,A,TIPO1,HÍBRIDO,M,Mid-High,61,NO,NO,0
ID21820,PA100013,A,TIPO1,HÍBRIDO,M,Mid-High,48,SI,SI,0
ID22720,PA100046,A,TIPO1,HÍBRIDO,M,Mid-High,48,SI,SI,0
ID23396,PA100046,A,TIPO1,HÍBRIDO,M,Mid-High,48,NO,SI,0
ID23437,PA100046,A,TIPO1,HÍBRIDO,M,Mid-High,48,NO,SI,0
