CODE,Customer_ID,Revisiones,Km_medio_por_revision,km_ultima_revision,DAYS_LAST_SERVICE,QUEJA,Churn_400,Churn_bin,FLAG_SIN_REVISION
ID11450,22079,3,15943,47829,148.0,NO,N,0,0
ID11453,38155,0,0,0,,,N,0,1
ID11984,58879,1,20949,20949,13.0,NO,N,0,0
ID12006,66825,5,52127,260635,220.0,NO,N,0,0
ID12008,47803,0,0,0,,NO,N,0,1
ID12013,39484,4,29829,119316,246.0,,N,0,0
ID12019,28609,3,39161,117483,565.0,SI,Y,1,0
ID12039,41787,2,54283,108566,95.0,NO,N,0,0
ID12040,10404,2,40943,81886,46.0,SI,N,0,0
ID11961,59678,1,47304,47304,15.0,NO,N,0,0
ID11976,57813,2,51224,102448,38.0,NO,N,0,0
ID12014,46202,2,42292,84584,198.0,NO,N,0,0
ID12032,75081,5,15069,75345,35.0,NO,N,0,0
ID12043,51221,4,43047,172188,455.0,,Y,1,0
ID12061,47095,0,0,0,,SI,N,0,1
ID12063,65662,1,36741,36741,11.0,NO,N,0,0
ID11320,38938,2,35015,70030,17.0,SI,N,0,0
ID11322,53667,0,0,0,,,N,0,1
ID11346,36466,2,23270,46540,89.0,NO,N,0,0
ID11307,30450,4,22214,88856,70.0,SI,N,0,0
ID11312,2073,4,52473,209892,326.0,NO,N,0,0
ID11314,71014,0,0,0,,SI,N,0,1
ID11323,98414,0,0,0,,,N,0,1
ID11345,66723,3,34928,104784,173.0,,N,0,0
ID11354,56279,1,24403,24403,448.0,NO,Y,1,0
ID11725,11431,1,41104,41104,631.0,NO,Y,1,0
ID11960,74448,0,0,0,,,N,0,1
ID11986,78495,3,51736,155208,416.0,NO,Y,1,0
ID11995,12293,0,0,0,,SI,N,0,1
ID12002,93203,2,22716,45432,18.0,SI,N,0,0
ID12011,58872,1,35459,35459,6.0,NO,N,0,0
ID12017,45846,2,37383,74766,84.0,SI,N,0,0
ID12051,88563,1,18110,18110,98.0,SI,N,0,0
ID11998,35020,4,47795,191180,38.0,NO,N,0,0
ID12001,27606,4,32422,129688,43.0,SI,N,0,0
ID12009,66890,5,51575,257875,23.0,NO,N,0,0
ID12010,88276,2,49996,99992,8.0,NO,N,0,0
ID12021,66158,0,0,0,,SI,N,0,1
ID12047,21493,2,26336,52672,929.0,SI,Y,1,0
ID11221,75623,4,47906,191624,96.0,SI,N,0,0
ID11225,61552,3,26569,79707,591.0,,Y,1,0
ID11220,30741,2,21867,43734,1272.0,,N,0,0
ID11226,8036,1,50642,50642,15.0,NO,N,0,0
ID11233,18788,3,22480,67440,91.0,SI,N,0,0
ID11235,70796,0,0,0,,NO,N,0,1
ID11319,81941,0,0,0,,SI,N,0,1
ID11326,48773,3,49372,148116,66.0,SI,N,0,0
ID11348,23610,1,44344,44344,12.0,NO,N,0,0
ID11347,62262,1,23421,23421,17.0,NO,N,0,0
ID11349,50285,1,51953,51953,17.0,NO,N,0,0
ID11352,69408,3,45532,136596,291.0,SI,N,0,0
ID11234,92714,3,29721,89163,699.0,,Y,1,0
ID11238,40847,1,51625,51625,200.0,SI,N,0,0
ID26199,86030,3,25582,76746,520.0,,Y,1,0
ID23157,19215,0,0,0,,,N,0,1
ID24840,41196,1,31648,31648,51.0,,N,0,0
ID21820,75889,0,0,0,,,N,0,1
ID22720,95450,0,0,0,,NO,N,0,1
ID23396,88214,1,50058,50058,563.0,NO,Y,1,0
ID23437,11322,0,0,0,,,N,0,1
ID8440,16453,2,52514,105028,733.0,SI,Y,1,0
ID33995,32640,1,49324,49324,41.0,NO,N,0,0
ID1319,70189,0,0,0,,NO,N,0,1
ID1333,82395,1,48104,48104,17.0,,N,0,0
ID1340,23886,0,0,0,,,N,0,1
ID1377,93534,0,0,0,,,N,0,1
ID1379,83097,0,0,0,,,N,0,1
ID1309,14751,1,48686,48686,53.0,NO,N,0,0
ID1312,83127,2,23628,47256,92.0,SI,N,0,0
ID1318,85521,1,20849,20849,61.0,,N,0,0
ID1323,61080,0,0,0,,,N,0,1
ID1349,65920,0,0,0,,NO,N,0,1
ID1307,51395,0,0,0,,,N,0,1
ID199,36767,1,18212,18212,10.0,NO,N,0,0
ID210,32672,0,0,0,,NO,N,0,1
ID216,31819,0,0,0,,NO,N,0,1
ID229,96739,0,0,0,,NO,N,0,1
ID236,49195,2,27801,55602,209.0,NO,N,0,0
ID274,53150,2,53494,106988,348.0,NO,N,0,0
ID276,91886,0,0,0,,NO,N,0,1
ID287,34363,0,0,0,,,N,0,1
ID293,71324,0,0,0,,,N,0,1
ID3,28381,0,0,0,,,N,0,1
ID321,86906,0,0,0,,,N,0,1
ID326,68695,0,0,0,,,N,0,1
ID357,27851,0,0,0,,,N,0,1
ID379,40698,0,0,0,,,N,0,1
ID389,79673,0,0,0,,,N,0,1
ID390,30723,0,0,0,,,N,0,1
ID395,20513,0,0,0,,,N,0,1
ID414,22379,0,0,0,,,N,0,1
ID417,81093,0,0,0,,,N,0,1
ID420,28178,0,0,0,,,N,0,1
ID425,4735,0,0,0,,,N,0,1
ID436,69607,0,0,0,,,N,0,1
ID459,87345,0,0,0,,,N,0,1
ID460,89641,0,0,0,,,N,0,1
ID503,31930,2,17054,34108,8.0,,N,0,0
ID504,49004,0,0,0,,,N,0,1
ID540,20504,0,0,0,,NO,N,0,1
ID75,24826,2,53096,106192,154.0,SI,N,0,0
ID76,25789,1,48355,48355,10.0,NO,N,0,0
ID86,22351,0,0,0,,,N,0,1
ID95,72224,1,27801,27801,39.0,,N,0,0
ID98,96386,0,0,0,,,N,0,1
ID107,51404,0,0,0,,,N,0,1
ID192,39276,1,47863,47863,44.0,NO,N,0,0
ID211,25566,0,0,0,,NO,N,0,1
ID233,52688,0,0,0,,,N,0,1
ID237,74817,0,0,0,,SI,N,0,1
ID275,32952,1,31261,31261,18.0,NO,N,0,0
ID165,89033,0,0,0,,,N,0,1
ID185,89861,2,48622,97244,108.0,NO,N,0,0
ID135,39163,0,0,0,,NO,N,0,1
ID19,96199,2,19017,38034,57.0,NO,N,0,0
ID212,4656,0,0,0,,SI,N,0,1
ID221,40594,0,0,0,,,N,0,1
ID26,88208,0,0,0,,,N,0,1
ID297,50036,0,0,0,,SI,N,0,1
ID306,26029,0,0,0,,,N,0,1
ID343,83047,0,0,0,,,N,0,1
ID361,46912,0,0,0,,,N,0,1
ID391,41370,0,0,0,,,N,0,1
ID432,78726,0,0,0,,,N,0,1
ID450,41479,0,0,0,,,N,0,1
ID455,7601,0,0,0,,,N,0,1
ID467,3843,0,0,0,,,N,0,1
ID501,34185,0,0,0,,,N,0,1
ID509,31427,0,0,0,,,N,0,1
ID78,2926,2,40067,80134,87.0,NO,N,0,0
ID83,10754,2,51713,103426,115.0,NO,N,0,0
ID85,97565,2,43189,86378,113.0,NO,N,0,0
ID89,59822,0,0,0,,,N,0,1
ID9,346,1,44833,44833,78.0,,N,0,0
ID93,36773,1,15327,15327,23.0,,N,0,0
ID12,20447,0,0,0,,NO,N,0,1
ID154,58842,0,0,0,,,N,0,1
ID16,58817,0,0,0,,NO,N,0,1
ID174,26793,1,15529,15529,41.0,NO,N,0,0
ID178,91783,2,31898,63796,129.0,NO,N,0,0
ID200,36398,1,43991,43991,12.0,,N,0,0
ID204,16380,0,0,0,,,N,0,1
ID248,49289,1,22037,22037,6.0,NO,N,0,0
ID262,21245,2,51686,103372,271.0,,N,0,0
ID137,52570,0,0,0,,SI,N,0,1
ID160,96278,0,0,0,,NO,N,0,1
ID162,43983,0,0,0,,,N,0,1
ID188,11916,0,0,0,,,N,0,1
ID359,62554,2,25995,51990,33.0,,N,0,0
ID486,30827,0,0,0,,,N,0,1
ID519,11802,0,0,0,,,N,0,1
ID250,99267,0,0,0,,NO,N,0,1
ID358,68406,0,0,0,,NO,N,0,1
ID387,82040,1,16730,16730,117.0,,N,0,0
ID271,86441,0,0,0,,NO,N,0,1
ID171,49001,1,44228,44228,33.0,,N,0,0
ID223,80201,0,0,0,,NO,N,0,1
ID241,1928,0,0,0,,NO,N,0,1
ID269,12707,0,0,0,,NO,N,0,1
ID272,9479,0,0,0,,NO,N,0,1
ID296,27310,0,0,0,,NO,N,0,1
ID377,51904,0,0,0,,,N,0,1
ID446,50918,0,0,0,,,N,0,1
ID524,61349,0,0,0,,,N,0,1
ID127,43844,1,24449,24449,56.0,NO,N,0,0
ID2,94335,0,0,0,,,N,0,1
ID242,73097,1,20283,20283,23.0,NO,N,0,0
ID259,64687,0,0,0,,,N,0,1
ID260,18191,3,52585,157755,72.0,NO,N,0,0
ID1036,37991,0,0,0,,,N,0,1
ID996,35170,0,0,0,,NO,N,0,1
ID1004,58666,0,0,0,,,N,0,1
ID315,4658,0,0,0,,,N,0,1
ID345,76913,0,0,0,,SI,N,0,1
ID1162,15366,0,0,0,,,N,0,1
ID1171,20059,0,0,0,,,N,0,1
ID1138,14169,2,32041,64082,18.0,,N,0,0
ID1165,69722,0,0,0,,,N,0,1
ID1049,41601,0,0,0,,,N,0,1
ID990,76824,2,32502,65004,157.0,,N,0,0
ID995,83961,2,45746,91492,132.0,NO,N,0,0
ID999,52261,0,0,0,,,N,0,1
ID1039,70676,0,0,0,,,N,0,1
ID1059,38191,0,0,0,,,N,0,1
ID157,1316,0,0,0,,,N,0,1
ID183,78864,0,0,0,,,N,0,1
ID1227,74903,0,0,0,,,N,0,1
ID1237,71895,0,0,0,,,N,0,1
ID1239,41596,0,0,0,,SI,N,0,1
ID1148,18066,0,0,0,,,N,0,1
ID1166,99041,0,0,0,,,N,0,1
ID1127,46997,1,51464,51464,56.0,NO,N,0,0
ID1163,62419,3,45608,136824,3.0,,N,0,0
ID1001,55167,1,36505,36505,77.0,,N,0,0
ID1024,66806,0,0,0,,NO,N,0,1
ID1051,42080,0,0,0,,,N,0,1
ID1010,59655,0,0,0,,NO,N,0,1
ID1014,99512,0,0,0,,,N,0,1
ID1016,88908,0,0,0,,,N,0,1
ID1025,8468,0,0,0,,,N,0,1
ID1011,79557,0,0,0,,SI,N,0,1
ID1015,83940,0,0,0,,,N,0,1
ID1019,34464,1,38565,38565,134.0,NO,N,0,0
ID1020,7315,0,0,0,,NO,N,0,1
ID1035,26106,0,0,0,,,N,0,1
ID1126,1738,1,20266,20266,4.0,NO,N,0,0
ID1147,56927,0,0,0,,,N,0,1
ID1241,94953,0,0,0,,,N,0,1
ID1247,8291,0,0,0,,NO,N,0,1
ID1278,79284,0,0,0,,,N,0,1
ID1248,74845,0,0,0,,,N,0,1
ID21021,69534,3,53597,160791,60.0,NO,N,0,0
ID1363,63374,0,0,0,,,N,0,1
ID4538,51887,0,0,0,,NO,N,0,1
ID32285,66168,0,0,0,,,N,0,1
ID32472,89242,0,0,0,,,N,0,1
ID10207,29691,0,0,0,,,N,0,1
ID9702,59474,1,36207,36207,8.0,,N,0,0
ID21028,98110,3,53584,160752,195.0,NO,N,0,0
ID22614,56196,0,0,0,,,N,0,1
ID17552,30649,0,0,0,,,N,0,1
ID15276,14385,2,25790,51580,188.0,NO,N,0,0
ID3758,59748,0,0,0,,NO,N,0,1
ID15297,16481,2,41450,82900,41.0,NO,N,0,0
ID3670,32737,0,0,0,,,N,0,1
ID15310,74813,2,33537,67074,572.0,SI,Y,1,0
ID26382,11097,0,0,0,,NO,N,0,1
ID26413,65768,3,35711,107133,48.0,,N,0,0
ID23877,77049,1,47287,47287,540.0,NO,Y,1,0
ID9750,59998,0,0,0,,,N,0,1
ID22097,83465,4,50031,200124,25.0,,N,0,0
ID22172,63036,0,0,0,,,N,0,1
ID22246,90936,3,15733,47199,204.0,,N,0,0
ID25357,47917,1,22888,22888,1018.0,,N,0,0
ID25432,71789,0,0,0,,,N,0,1
ID22179,52395,0,0,0,,,N,0,1
ID24382,85596,4,22353,89412,296.0,,N,0,0
ID24441,80982,0,0,0,,,N,0,1
ID24266,31109,0,0,0,,,N,0,1
ID24408,56101,1,32864,32864,882.0,,Y,1,0
ID24417,50308,0,0,0,,,N,0,1
ID24466,74549,0,0,0,,,N,0,1
ID25409,49432,0,0,0,,NO,N,0,1
ID23721,15670,3,54108,162324,212.0,,N,0,0
ID23702,2911,1,29569,29569,374.0,NO,N,0,0
ID23704,31868,1,16983,16983,139.0,,N,0,0
ID23720,64853,3,53811,161433,131.0,,N,0,0
ID23744,67316,0,0,0,,,N,0,1
ID24939,40175,0,0,0,,,N,0,1
ID30699,94306,2,52053,104106,110.0,SI,N,0,0
ID30903,90977,1,53170,53170,5.0,NO,N,0,0
ID31000,17782,1,28859,28859,18.0,SI,N,0,0
ID31001,24440,1,41180,41180,17.0,SI,N,0,0
ID31002,19737,2,54632,109264,32.0,SI,N,0,0
ID48124,11423,1,44592,44592,47.0,,N,0,0
ID24485,47177,2,54581,109162,260.0,,N,0,0
ID23071,84941,1,22656,22656,658.0,,Y,1,0
ID23078,10306,0,0,0,,,N,0,1
ID23124,32921,0,0,0,,,N,0,1
ID24229,29888,0,0,0,,,N,0,1
ID24192,14355,2,39526,79052,235.0,NO,N,0,0
ID9436,15468,0,0,0,,,N,0,1
ID9621,91304,1,15713,15713,330.0,NO,N,0,0
ID9782,66611,4,40379,161516,163.0,SI,N,0,0
ID9785,3212,0,0,0,,,N,0,1
ID7881,37911,0,0,0,,NO,N,0,1
ID7923,44981,0,0,0,,,N,0,1
ID8009,14835,1,39563,39563,359.0,,N,0,0
ID17511,76872,2,22135,44270,11.0,,N,0,0
ID17970,94014,4,38927,155708,154.0,,N,0,0
ID18005,29952,3,32982,98946,34.0,NO,N,0,0
ID34801,56456,1,42765,42765,2.0,,N,0,0
ID57707,93576,0,0,0,,,N,0,1
ID57709,35943,0,0,0,,,N,0,1
ID57708,51093,0,0,0,,SI,N,0,1
ID57710,62352,0,0,0,,,N,0,1
ID34883,95064,2,19573,39146,4.0,NO,N,0,0
ID11661,14290,0,0,0,,,N,0,1
ID11660,87437,0,0,0,,,N,0,1
ID30746,62716,2,32956,65912,43.0,NO,N,0,0
ID30532,15947,2,33359,66718,9.0,NO,N,0,0
ID30576,68741,1,35631,35631,1.0,NO,N,0,0
ID30582,20767,0,0,0,,,N,0,1
ID30588,74277,1,34554,34554,78.0,SI,N,0,0
ID30591,20738,1,54413,54413,28.0,,N,0,0
ID30597,10131,4,34882,139528,241.0,,N,0,0
ID57893,91137,0,0,0,,,N,0,1
ID8555,51913,3,29862,89586,292.0,,N,0,0
ID22989,94470,0,0,0,,,N,0,1
ID10206,5438,1,50478,50478,321.0,,N,0,0
ID9439,87682,0,0,0,,,N,0,1
ID9135,1955,1,34082,34082,907.0,,Y,1,0
ID36007,35504,0,0,0,,NO,N,0,1
ID23672,62838,0,0,0,,SI,N,0,1
ID24038,94273,1,33663,33663,462.0,,Y,1,0
ID24112,42059,4,47192,188768,10.0,NO,N,0,0
ID24051,60454,1,33742,33742,217.0,SI,N,0,0
ID24237,29736,0,0,0,,,N,0,1
ID7841,94099,0,0,0,,,N,0,1
ID10425,16218,3,40965,122895,110.0,,N,0,0
ID8589,18494,3,48825,146475,29.0,,N,0,0
ID9335,80147,1,22290,22290,137.0,SI,N,0,0
ID9603,82448,1,39978,39978,143.0,,N,0,0
ID11889,45881,1,34924,34924,439.0,NO,Y,1,0
ID11891,65143,1,45225,45225,299.0,NO,N,0,0
ID11012,11161,0,0,0,,,N,0,1
ID10979,92730,1,54842,54842,610.0,,Y,1,0
ID26298,9006,0,0,0,,,N,0,1
ID11988,78668,3,46499,139497,135.0,NO,N,0,0
ID11987,84791,4,43496,173984,182.0,NO,N,0,0
ID11989,23540,4,54109,216436,198.0,,N,0,0
ID9445,97376,0,0,0,,,N,0,1
ID9590,74830,2,18570,37140,438.0,NO,Y,1,0
ID9642,9761,4,24879,99516,24.0,,N,0,0
ID9643,28035,0,0,0,,,N,0,1
ID9644,44228,2,33135,66270,15.0,,N,0,0
ID7832,11602,0,0,0,,,N,0,1
ID9427,66291,2,48827,97654,56.0,,N,0,0
ID9428,22924,4,41019,164076,52.0,NO,N,0,0
ID9429,80679,2,44284,88568,29.0,NO,N,0,0
ID9435,75994,2,33929,67858,152.0,NO,N,0,0
ID9508,4178,1,16170,16170,93.0,SI,N,0,0
ID9573,26161,2,23874,47748,2.0,,N,0,0
ID9574,56081,1,45417,45417,1.0,,N,0,0
ID9575,65210,2,26771,53542,2.0,,N,0,0
ID9779,27221,0,0,0,,,N,0,1
ID7805,69152,0,0,0,,,N,0,1
ID7808,45016,2,16291,32582,782.0,NO,Y,1,0
ID7813,91071,4,19670,78680,19.0,,N,0,0
ID7838,99412,1,52596,52596,1010.0,,N,0,0
ID9440,51412,1,31612,31612,35.0,NO,N,0,0
ID9441,35228,1,37468,37468,15.0,,N,0,0
ID9442,83828,2,38333,76666,47.0,NO,N,0,0
ID9450,16691,0,0,0,,,N,0,1
ID9454,92959,3,37480,112440,8.0,,N,0,0
ID9460,58988,6,28833,172998,61.0,SI,N,0,0
ID9489,28612,1,50083,50083,937.0,,Y,1,0
ID9500,20493,2,39663,79326,18.0,,N,0,0
ID9501,46228,1,45788,45788,10.0,,N,0,0
ID9515,61945,1,41743,41743,41.0,SI,N,0,0
ID9516,21556,4,49869,199476,108.0,SI,N,0,0
ID9531,20395,1,35043,35043,296.0,,N,0,0
ID9534,82628,0,0,0,,NO,N,0,1
ID9548,29186,0,0,0,,,N,0,1
ID9554,80000,0,0,0,,,N,0,1
ID9562,77447,3,29726,89178,593.0,,Y,1,0
ID9569,90895,1,49971,49971,209.0,,N,0,0
ID9572,58021,1,37578,37578,1056.0,,N,0,0
ID9579,8534,0,0,0,,,N,0,1
ID9581,68733,3,19093,57279,206.0,NO,N,0,0
ID9589,56475,4,47111,188444,475.0,SI,Y,1,0
ID9591,45774,1,46336,46336,1.0,,N,0,0
ID9597,50347,0,0,0,,,N,0,1
ID9605,11238,1,42181,42181,1014.0,,N,0,0
ID9607,10391,1,53652,53652,1095.0,,N,0,0
ID9608,42340,1,21071,21071,42.0,,N,0,0
ID9610,59736,4,29239,116956,22.0,SI,N,0,0
ID9611,24106,3,43405,130215,16.0,SI,N,0,0
ID9618,23953,3,30695,92085,85.0,,N,0,0
ID9630,56810,1,48426,48426,434.0,,Y,1,0
ID9645,91341,1,30021,30021,471.0,NO,Y,1,0
ID9647,52719,4,34540,138160,526.0,NO,Y,1,0
ID9673,40054,0,0,0,,,N,0,1
ID9682,45459,3,39355,118065,18.0,,N,0,0
ID9690,95726,3,32488,97464,383.0,,N,0,0
ID9709,13936,1,16103,16103,804.0,,Y,1,0
ID9715,24407,0,0,0,,,N,0,1
ID9744,74908,2,50091,100182,902.0,SI,Y,1,0
ID9786,57824,0,0,0,,,N,0,1
ID7809,33749,1,44774,44774,23.0,,N,0,0
ID7810,55514,2,23072,46144,790.0,SI,Y,1,0
ID7823,978,1,16477,16477,275.0,,N,0,0
ID7828,36988,1,50834,50834,1205.0,,N,0,0
ID7829,2160,0,0,0,,,N,0,1
ID7852,65659,1,16484,16484,881.0,,Y,1,0
ID7865,63564,4,26744,106976,35.0,,N,0,0
ID7869,98217,0,0,0,,,N,0,1
ID7877,115,4,38615,154460,266.0,SI,N,0,0
ID7878,78966,0,0,0,,,N,0,1
ID7901,89498,1,40269,40269,197.0,,N,0,0
ID7902,39872,0,0,0,,,N,0,1
ID7903,7585,2,38188,76376,3.0,,N,0,0
ID7904,8876,0,0,0,,,N,0,1
ID7906,32271,1,23793,23793,1129.0,,N,0,0
ID7911,64026,5,16224,81120,29.0,NO,N,0,0
ID7916,68709,0,0,0,,,N,0,1
ID7937,53407,1,45975,45975,58.0,SI,N,0,0
ID7938,48397,1,26066,26066,512.0,SI,Y,1,0
ID7945,29560,0,0,0,,,N,0,1
ID7951,62788,2,44284,88568,24.0,NO,N,0,0
ID7958,48390,1,49500,49500,906.0,,Y,1,0
ID7959,65283,1,27170,27170,1204.0,,N,0,0
ID7966,65989,1,45599,45599,3.0,,N,0,0
ID7968,37246,0,0,0,,,N,0,1
ID7973,56745,1,52319,52319,228.0,NO,N,0,0
ID7976,32037,2,32610,65220,18.0,,N,0,0
ID9426,38285,0,0,0,,NO,N,0,1
ID9430,59121,1,29559,29559,60.0,NO,N,0,0
ID9433,11952,4,31357,125428,68.0,,N,0,0
ID9448,58915,2,51925,103850,724.0,,Y,1,0
ID9465,65333,1,45959,45959,1006.0,,N,0,0
ID9468,64194,3,33308,99924,14.0,,N,0,0
ID9469,72550,2,49100,98200,28.0,,N,0,0
ID9472,47259,1,15044,15044,18.0,NO,N,0,0
ID9475,38462,0,0,0,,,N,0,1
ID9481,4396,0,0,0,,SI,N,0,1
ID9488,41104,0,0,0,,,N,0,1
ID9499,20749,0,0,0,,,N,0,1
ID9502,20598,0,0,0,,,N,0,1
ID9511,61926,1,52957,52957,600.0,,Y,1,0
ID9513,2393,1,30698,30698,507.0,NO,Y,1,0
ID9519,95766,3,44786,134358,157.0,,N,0,0
ID9521,17945,0,0,0,,,N,0,1
ID9528,8767,1,23654,23654,261.0,,N,0,0
ID9533,41376,0,0,0,,,N,0,1
ID9535,33337,0,0,0,,,N,0,1
ID9536,60298,1,51899,51899,352.0,SI,N,0,0
ID9537,84986,0,0,0,,,N,0,1
ID9539,87270,0,0,0,,SI,N,0,1
ID9542,55219,1,22576,22576,19.0,NO,N,0,0
ID9550,16636,1,45945,45945,2.0,NO,N,0,0
ID9563,9168,1,50295,50295,4.0,SI,N,0,0
ID9566,50342,1,32234,32234,3.0,SI,N,0,0
ID9576,63828,0,0,0,,,N,0,1
ID9577,11238,1,48831,48831,17.0,,N,0,0
ID9578,61542,1,53471,53471,18.0,,N,0,0
ID9613,83240,1,53496,53496,97.0,,N,0,0
ID9616,16594,1,36800,36800,265.0,,N,0,0
ID9639,58600,0,0,0,,SI,N,0,1
ID9650,25568,1,52592,52592,405.0,,Y,1,0
ID9655,12879,3,37023,111069,28.0,,N,0,0
ID9656,14269,3,38091,114273,29.0,,N,0,0
ID9680,42194,3,18496,55488,469.0,SI,Y,1,0
ID9684,29796,2,15641,31282,29.0,NO,N,0,0
ID9691,96517,2,32368,64736,1016.0,,N,0,0
ID9698,80542,4,18569,74276,53.0,,N,0,0
ID9699,86331,1,34994,34994,13.0,NO,N,0,0
ID9700,46817,4,33554,134216,52.0,,N,0,0
ID9701,56487,5,32271,161355,59.0,,N,0,0
ID9714,69040,0,0,0,,,N,0,1
ID9780,99602,0,0,0,,,N,0,1
ID9783,72826,0,0,0,,,N,0,1
ID7824,33294,1,54825,54825,1172.0,NO,N,0,0
ID7826,5507,0,0,0,,,N,0,1
ID7830,98258,1,39026,39026,541.0,,Y,1,0
ID7835,53935,1,31305,31305,430.0,,Y,1,0
ID7836,51767,1,16366,16366,349.0,,N,0,0
ID7842,28964,1,45469,45469,312.0,NO,N,0,0
ID7844,22712,3,35817,107451,74.0,,N,0,0
ID7845,80686,0,0,0,,,N,0,1
ID7848,30086,1,28316,28316,827.0,,Y,1,0
ID7850,99036,1,53140,53140,594.0,,Y,1,0
ID7855,53548,3,31525,94575,100.0,,N,0,0
ID7857,65840,2,29252,58504,44.0,NO,N,0,0
ID7863,32598,1,40948,40948,342.0,NO,N,0,0
ID7876,55586,0,0,0,,SI,N,0,1
ID7880,77155,1,47564,47564,283.0,,N,0,0
ID7883,94799,0,0,0,,SI,N,0,1
ID7885,40927,0,0,0,,NO,N,0,1
ID7886,60310,1,34712,34712,131.0,NO,N,0,0
ID7887,74060,1,18608,18608,1025.0,,N,0,0
ID7893,81576,2,18084,36168,54.0,,N,0,0
ID7898,95817,0,0,0,,,N,0,1
ID7905,89852,2,45384,90768,662.0,,Y,1,0
ID7907,91984,4,51516,206064,85.0,NO,N,0,0
ID7915,45472,1,25603,25603,932.0,,Y,1,0
ID7929,70582,4,24656,98624,93.0,,N,0,0
ID7930,70996,2,43738,87476,71.0,NO,N,0,0
ID7931,87,3,35427,106281,88.0,,N,0,0
ID7932,15617,0,0,0,,,N,0,1
ID7943,16979,0,0,0,,,N,0,1
ID7946,5381,1,53205,53205,104.0,NO,N,0,0
ID7948,79453,1,34719,34719,1433.0,,N,0,0
ID7955,64397,3,45513,136539,108.0,,N,0,0
ID7957,54004,2,54339,108678,356.0,,N,0,0
ID7960,37149,3,33944,101832,415.0,NO,Y,1,0
ID7964,75495,2,20704,41408,460.0,,Y,1,0
ID7967,33907,3,32762,98286,209.0,NO,N,0,0
ID7986,60862,0,0,0,,,N,0,1
ID7987,3698,0,0,0,,,N,0,1
ID7989,61854,1,54042,54042,654.0,SI,Y,1,0
ID7990,65496,4,31749,126996,565.0,,Y,1,0
ID7994,91122,0,0,0,,,N,0,1
ID7995,62022,1,26367,26367,524.0,,Y,1,0
ID7997,17824,0,0,0,,,N,0,1
ID8000,93139,0,0,0,,,N,0,1
ID8007,87676,0,0,0,,,N,0,1
ID8010,23387,1,16443,16443,581.0,NO,Y,1,0
ID8011,7376,0,0,0,,NO,N,0,1
ID8018,7690,0,0,0,,,N,0,1
ID8024,8541,1,26378,26378,890.0,,Y,1,0
ID8026,69177,1,46653,46653,1203.0,,N,0,0
ID8030,97341,1,46688,46688,2.0,,N,0,0
ID8034,54587,1,38585,38585,171.0,,N,0,0
ID39513,73101,2,27086,54172,315.0,,N,0,0
ID39497,2706,4,35405,141620,278.0,,N,0,0
ID37881,61677,1,53536,53536,199.0,NO,N,0,0
ID7839,33233,4,19868,79472,118.0,NO,N,0,0
ID10597,74941,1,49823,49823,394.0,,N,0,0
ID23307,62315,2,41390,82780,12.0,,N,0,0
ID23304,73927,0,0,0,,,N,0,1
ID23211,53629,2,46164,92328,11.0,SI,N,0,0
ID23361,91407,1,32009,32009,1174.0,,N,0,0
ID22743,40011,0,0,0,,,N,0,1
ID23528,13894,1,53041,53041,1167.0,,N,0,0
ID8416,57022,1,34624,34624,28.0,,N,0,0
ID25329,24564,2,35818,71636,15.0,NO,N,0,0
ID25423,93954,4,23559,94236,118.0,,N,0,0
ID25361,91618,1,24964,24964,1103.0,,N,0,0
ID25836,55794,1,39031,39031,361.0,,N,0,0
ID25904,11805,0,0,0,,,N,0,1
ID24463,83637,5,38666,193330,6.0,,N,0,0
ID24711,61819,0,0,0,,,N,0,1
ID24530,20987,1,23322,23322,1272.0,,N,0,0
ID20551,49651,0,0,0,,,N,0,1
ID20544,97016,2,28209,56418,74.0,,N,0,0
ID20555,30788,0,0,0,,,N,0,1
ID20562,51301,3,28335,85005,223.0,,N,0,0
ID20568,97417,2,50857,101714,850.0,,Y,1,0
ID20575,84266,1,21758,21758,64.0,,N,0,0
ID20580,29567,1,33156,33156,130.0,,N,0,0
ID20588,75916,0,0,0,,,N,0,1
ID20536,2484,0,0,0,,,N,0,1
ID20538,9941,0,0,0,,NO,N,0,1
ID20543,86125,1,44231,44231,511.0,,Y,1,0
ID20556,66626,0,0,0,,SI,N,0,1
ID20565,20839,0,0,0,,,N,0,1
ID20570,14938,0,0,0,,,N,0,1
ID20581,36217,0,0,0,,,N,0,1
ID20598,90318,0,0,0,,NO,N,0,1
ID14257,66594,1,25049,25049,55.0,,N,0,0
ID14337,55021,3,29377,88131,142.0,,N,0,0
ID14405,12753,2,35583,71166,205.0,,N,0,0
ID14500,24463,0,0,0,,,N,0,1
ID14600,61448,0,0,0,,,N,0,1
ID14688,84593,0,0,0,,,N,0,1
ID14546,21114,1,21153,21153,74.0,,N,0,0
ID14698,20041,3,40975,122925,113.0,SI,N,0,0
ID15058,65067,0,0,0,,NO,N,0,1
ID14873,54299,1,15761,15761,379.0,,N,0,0
ID15098,12942,1,41675,41675,246.0,,N,0,0
ID15119,51428,1,28170,28170,115.0,NO,N,0,0
ID3142,16334,0,0,0,,,N,0,1
ID14892,71723,1,30890,30890,247.0,,N,0,0
ID14908,72202,1,34292,34292,217.0,NO,N,0,0
ID15059,43843,1,40899,40899,168.0,,N,0,0
