CODE,Sales_Date,Id_Producto,Customer_ID,PVP,MOTIVO_VENTA,FORMA_PAGO,EXTENSION_GARANTIA,SEGURO_BATERIA_LARGO_PLAZO,MANTENIMIENTO_GRATUITO,FIN_GARANTIA,BASE_DATE,EN_GARANTIA,COSTE_VENTA_NO_IMPUESTOS,GENERO,CODIGO_POSTAL,Edad,RENTA_MEDIA_ESTIMADA,ENCUESTA_CLIENTE_ZONA_TALLER,STATUS_SOCIAL,Modelo,TIPO_CARROCERIA,Fuel,TRANSMISION_ID,Equipamiento,Kw,Revisiones,Km_medio_por_revision,km_ultima_revision,QUEJA,Lead_compra,Lead_compra_1,TIENDA_DESC,PROV_DESC,ZONA,Origen,Margen_eur_bruto,Margen_eur,tiene_queja,extension_garantia_bin,en_garantia_bin,Margen_pct,FLAG_Margen_Negativo,antiguedad_dias,ratio_rev_antiguedad,FLAG_cliente_nuevo,segmento_antiguedad,FLAG_deberia_haber_revisado,gasto_relativo,satisfaccion_baja,km_alto_pocas_rev,Mantenimiento_medio,Alpha,Categoria_Precio
SYN001610,2024-03-24,PA200003,105684,23643,Particular,Financiera Marca,"SI, Financiera",NO,0,23/03/2028,31/12/2023,SI,3334,M,CP21610,48,22362,0,,C,TIPO4,HÍBRIDO,M,Mid,81,0,0,0,NO,0,0,VALENCIA,VALENCIA,ESTE,Tienda,6163.73,-3023.66,0,1,1,-12.79,1,0,0.0,1,Nuevo,0,1.057284679366783,1,0,276.0,0.1,ESTANDAR
SYN001611,2024-01-19,PA200048,103578,22317,Particular,Otros,NO,NO,0,18/01/2028,31/12/2023,SI,716,M,CP28200,52,27793,88,D,H,TIPO7,ELÉCTRICO,A,Mid,85,0,0,0,NO,0,0,SEVILLA,SEVILLA,SUR,Tienda,7404.78,1149.65,0,0,1,5.15,0,0,0.0,1,Nuevo,0,0.8029719713596949,0,0,353.0,0.1,ESTANDAR
SYN001612,2024-03-30,PA200012,58751,29446,Particular,Contado,NO,NO,0,29/03/2028,31/12/2023,SI,994,M,CP28031,48,0,0,,I,TIPO7,ELÉCTRICO,A,High,106,0,0,0,NO,0,0,BARCELONA CENTRO,BARCELONA,ESTE,Tienda,10002.81,6432.57,0,0,1,21.85,0,0,0.0,1,Nuevo,0,29446.0,1,0,371.0,0.1,ESTANDAR
SYN001613,2024-03-10,PA200031,100913,18242,Particular,Contado,NO,NO,0,09/03/2028,31/12/2023,SI,1272,M,CP28029,30,24172,11,B,B,TIPO1,HÍBRIDO,M,Low,78,0,0,0,NO,0,0,MADRID OESTE,MADRID,CENTRO,Internet,4755.69,1792.57,0,0,1,9.83,0,0,0.0,1,Nuevo,0,0.7546748303822605,0,0,263.0,0.07,PREMIUM
SYN001614,2024-02-22,PA200066,105464,30892,Particular,Contado,NO,NO,0,21/02/2028,31/12/2023,SI,403,M,CP20800,55,31283,135,G,J,TIPO7,HÍBRIDO,M,Mid-High,123,0,0,0,NO,0,0,BARCELONA CENTRO,BARCELONA,ESTE,Tienda,1220.23,-6754.17,0,0,1,-21.86,1,0,0.0,1,Nuevo,0,0.9875011987341368,0,0,390.0,0.1,ESTANDAR
SYN001615,2024-02-10,PA200079,102884,29004,Particular,Financiera Marca,NO,NO,0,09/02/2028,31/12/2023,SI,1913,M,CP28018,40,27530,148,D,D,TIPO6,HÍBRIDO,M,Mid-High,106,0,0,0,NO,0,0,MADRID SUR,MADRID,CENTRO,Tienda,7561.34,-1475.61,0,0,1,-5.09,1,0,0.0,1,Nuevo,0,1.0535415909916455,0,0,290.0,0.1,ESTANDAR
SYN001616,2024-03-09,PA200049,105186,25316,Particular,Contado,SI,NO,0,08/03/2028,31/12/2023,SI,1564,M,CP8210,56,28454,12,G,B,TIPO1,HÍBRIDO,M,Mid,106,0,0,0,NO,0,0,BILBAO,BILBAO,NORTE,Internet,6599.88,2785.92,0,1,1,11.0,0,0,0.0,1,Nuevo,0,0.8897167357840725,0,0,263.0,0.07,PREMIUM
SYN001617,2024-01-11,PA200046,25237,27909,Particular,Contado,NO,SI,0,10/01/2028,31/12/2023,SI,1543,M,CP28934,31,25187,134,E,D,TIPO6,HÍBRIDO,M,Mid,99,0,0,0,NO,0,0,MADRID NORTE,MADRID,CENTRO,Tienda,7275.88,-1131.56,0,0,1,-4.05,1,0,0.0,1,Nuevo,0,1.1080716242506055,0,0,290.0,0.1,ESTANDAR
SYN001618,2024-02-03,PA200015,1043,21896,No Particular,Contado,NO,NO,0,02/02/2028,31/12/2023,SI,1100,F,CP6010,38,27181,9,B,C,TIPO4,HÍBRIDO,M,Low,78,0,0,0,NO,0,0,BARCELONA SUR,BARCELONA,ESTE,Tienda,5708.29,-831.06,0,0,1,-3.8,1,0,0.0,1,Nuevo,0,0.8055627092454288,0,0,276.0,0.1,ESTANDAR
SYN001619,2024-02-02,PA200040,100775,30330,Particular,Financiera Marca,"SI, Financiera",NO,0,01/02/2028,31/12/2023,SI,1521,M,CP8032,50,31285,196,B,I,TIPO7,HÍBRIDO,M,Mid,106,0,0,0,NO,0,0,MADRID ESTE,MADRID,CENTRO,Tienda,10303.1,6136.03,0,1,1,20.23,0,0,0.0,1,Nuevo,0,0.9694741889084225,0,0,371.0,0.1,ESTANDAR
SYN001620,2024-03-01,PA200005,18211,33717,No Particular,Financiera Marca,"SI, Financiera",NO,4,29/02/2028,31/12/2023,SI,2187,M,CP28529,31,37765,19,A,D,TIPO6,ELÉCTRICO,A,Mid,136,0,0,0,NO,0,0,BARCELONA SUR,BARCELONA,ESTE,Tienda,8790.02,-1637.91,0,1,1,-4.86,1,0,0.0,1,Nuevo,0,0.8928108036541772,0,0,290.0,0.1,ESTANDAR
SYN001621,2024-03-25,PA200090,100414,30330,Particular,Contado,NO,NO,0,24/03/2028,31/12/2023,SI,1034,F,CP33005,50,29897,145,C,I,TIPO7,HÍBRIDO,M,Mid,106,0,0,0,NO,0,0,BARCELONA SUR,BARCELONA,ESTE,Internet,10303.1,6623.03,0,0,1,21.84,0,0,0.0,1,Nuevo,0,1.0144830585008529,0,0,371.0,0.1,ESTANDAR
SYN001622,2024-01-25,PA200023,106085,22317,Particular,Contado,NO,NO,0,24/01/2028,31/12/2023,SI,716,F,CP19002,40,0,0,,H,TIPO7,ELÉCTRICO,A,Mid,85,0,0,0,NO,0,0,MALAGA,MALAGA,SUR,Tienda,7404.78,1149.65,0,0,1,5.15,0,0,0.0,1,Nuevo,0,22317.0,1,0,353.0,0.1,ESTANDAR
SYN001623,2024-02-16,PA200063,102644,20841,Particular,Financiera Marca,NO,SI,0,15/02/2028,31/12/2023,SI,1370,M,CP36950,47,0,0,,B,TIPO1,HÍBRIDO,M,Low,77,0,0,0,NO,0,0,MADRID ESTE,MADRID,CENTRO,Internet,5433.25,2166.81,0,0,1,10.4,0,0,0.0,1,Nuevo,0,20841.0,1,0,263.0,0.07,PREMIUM
SYN001624,2024-03-20,PA200093,105902,29446,Particular,Contado,NO,NO,0,19/03/2028,31/12/2023,SI,994,M,CP28002,47,33044,173,A,I,TIPO7,ELÉCTRICO,A,High,106,0,0,0,NO,0,0,BILBAO,BILBAO,NORTE,Tienda,10002.81,6432.57,0,0,1,21.85,0,0,0.0,1,Nuevo,0,0.8911148771335189,0,0,371.0,0.1,ESTANDAR
SYN001625,2024-03-22,PA200058,104788,19909,Particular,Contado,NO,NO,0,21/03/2028,31/12/2023,SI,1272,F,CP9001,47,35994,112,A,B,TIPO1,HÍBRIDO,M,Mid,78,0,0,0,NO,0,0,MALAGA,MALAGA,SUR,Tienda,5190.28,2095.47,0,0,1,10.53,0,0,0.0,1,Nuevo,0,0.5531199644385175,0,0,263.0,0.07,PREMIUM
SYN001626,2024-02-17,PA200077,104558,22948,Particular,Financiera Marca,"SI, Financiera",NO,0,16/02/2028,31/12/2023,SI,1584,M,CP35013,41,22149,59,E,I,TIPO7,HÍBRIDO,M,Mid-High,117,0,0,0,NO,0,0,MADRID ESTE,MADRID,CENTRO,Tienda,7795.44,4148.54,0,1,1,18.08,0,0,0.0,1,Nuevo,0,1.0360738633798365,0,0,371.0,0.1,ESTANDAR
SYN001627,2024-01-25,PA200046,100812,30330,Particular,Financiera Marca,SI,NO,4,24/01/2028,31/12/2023,SI,1439,M,CP19208,50,32218,97,C,I,TIPO7,HÍBRIDO,M,Mid,106,0,0,0,NO,0,0,MADRID ESTE,MADRID,CENTRO,Tienda,10303.1,6218.03,0,1,1,20.5,0,0,0.0,1,Nuevo,0,0.9413992178285431,0,0,371.0,0.1,ESTANDAR
SYN001628,2024-03-13,PA200025,102827,19175,Particular,Financiera Marca,SI,NO,0,12/03/2028,31/12/2023,SI,1670,M,CP2230,46,21229,87,J,B,TIPO6,HÍBRIDO,M,Mid,106,0,0,0,NO,0,0,BILBAO,BILBAO,NORTE,Tienda,4998.92,1564.1,0,1,1,8.16,0,0,0.0,1,Nuevo,0,0.9032455603184323,0,0,263.0,0.07,PREMIUM
SYN001629,2024-01-22,PA200063,100118,19342,Particular,Contado,NO,SI,0,21/01/2028,31/12/2023,SI,1526,M,CP15350,39,24345,175,H,B,TIPO1,HÍBRIDO,M,Mid,81,0,0,0,NO,1,1,SEVILLA,SEVILLA,SUR,Internet,5042.46,1738.44,0,0,1,8.99,0,0,0.0,1,Nuevo,0,0.7944957896898747,0,0,263.0,0.07,PREMIUM
SYN001630,2024-03-25,PA200025,103200,25316,Particular,Otros,SI,NO,0,24/03/2028,31/12/2023,SI,1364,M,CP3502,59,27374,93,E,B,TIPO1,HÍBRIDO,M,Mid,106,0,0,0,NO,0,0,MADRID SUR,MADRID,CENTRO,Tienda,6599.88,2985.92,0,1,1,11.79,0,0,0.0,1,Nuevo,0,0.9248191714765837,0,0,263.0,0.07,PREMIUM
SYN001631,2024-02-03,PA200070,100771,21942,Particular,Otros,NO,NO,0,02/02/2028,31/12/2023,SI,2744,F,CP48001,46,0,0,,C,TIPO4,HÍBRIDO,M,Mid,106,0,0,0,NO,0,0,BILBAO,BILBAO,NORTE,Tienda,5720.28,-2473.97,0,0,1,-11.28,1,0,0.0,1,Nuevo,0,21942.0,1,0,276.0,0.1,ESTANDAR
SYN001632,2024-01-01,PA200047,106747,30892,No Particular,Contado,NO,SI,0,31/12/2027,31/12/2023,SI,300,F,CP46110,52,27478,99,B,J,TIPO7,HÍBRIDO,M,Mid-High,123,0,0,0,NO,0,0,MADRID OESTE,MADRID,CENTRO,Tienda,1220.23,-6651.17,0,0,1,-21.53,1,0,0.0,1,Nuevo,0,1.1242448504257951,0,0,390.0,0.1,ESTANDAR
SYN001633,2024-02-08,PA200053,108268,23796,Particular,Otros,NO,NO,0,07/02/2028,31/12/2023,SI,1364,M,CP28840,39,26279,13,E,B,TIPO6,HÍBRIDO,M,Mid-High,106,0,0,0,NO,0,0,SEVILLA,SEVILLA,SUR,Tienda,6203.62,2709.73,0,0,1,11.39,0,0,0.0,1,Nuevo,0,0.9055139084440047,0,0,263.0,0.07,PREMIUM
SYN001634,2024-02-13,PA200027,102795,21535,Particular,Contado,NO,NO,0,12/02/2028,31/12/2023,SI,1263,M,CP14001,43,33547,119,A,B,TIPO1,HÍBRIDO,M,Low,77,0,0,0,NO,0,0,MADRID ESTE,MADRID,CENTRO,Tienda,5614.17,2399.91,0,0,1,11.14,0,0,0.0,1,Nuevo,0,0.641935195397502,0,0,263.0,0.07,PREMIUM
SYN001635,2024-01-23,PA200097,106202,30330,Particular,Financiera Marca,"SI, Financiera",NO,0,22/01/2028,31/12/2023,SI,1521,M,CP8860,43,31041,12,C,I,TIPO7,HÍBRIDO,M,Mid,106,0,0,0,NO,0,0,MADRID NORTE,MADRID,CENTRO,Internet,10303.1,6136.03,0,1,1,20.23,0,0,0.0,1,Nuevo,0,0.9770948100898811,0,0,371.0,0.1,ESTANDAR
SYN001636,2024-02-25,PA200088,100284,26871,Particular,Financiera Marca,NO,NO,0,24/02/2028,31/12/2023,SI,1416,F,CP38205,41,24312,66,H,D,TIPO8,HÍBRIDO,M,Mid-High,103,0,0,0,NO,1,1,BILBAO,BILBAO,NORTE,Internet,7005.27,-1029.16,0,0,1,-3.83,1,0,0.0,1,Nuevo,0,1.1052566633761105,0,0,290.0,0.1,ESTANDAR
SYN001637,2024-03-28,PA200029,101329,28667,Particular,Contado,NO,NO,0,27/03/2028,31/12/2023,SI,1034,M,CP18014,51,0,0,,I,TIPO7,HÍBRIDO,M,High,106,0,0,0,NO,0,0,BILBAO,BILBAO,NORTE,Internet,9738.18,6189.49,0,0,1,21.59,0,0,0.0,1,Nuevo,0,28667.0,1,0,371.0,0.1,ESTANDAR
SYN001638,2024-01-18,PA200096,108377,23547,Particular,Financiera Marca,NO,NO,4,17/01/2028,31/12/2023,SI,1399,M,CP7009,52,0,0,U,I,TIPO7,HÍBRIDO,M,Mid-High,117,0,0,0,NO,0,0,SEVILLA,SEVILLA,SUR,Tienda,7998.92,4489.7,0,0,1,19.07,0,0,0.0,1,Nuevo,0,23547.0,1,0,371.0,0.1,ESTANDAR
SYN001639,2024-01-20,PA200033,106092,21531,Particular,Contado,SI,NO,0,19/01/2028,31/12/2023,SI,1129,M,CP8240,31,26541,11,H,B,TIPO1,HÍBRIDO,M,Mid,106,0,0,0,NO,0,0,MADRID NORTE,MADRID,CENTRO,Internet,5613.13,2533.18,0,1,1,11.77,0,0,0.0,1,Nuevo,0,0.8112354470441958,0,0,263.0,0.07,PREMIUM
SYN001640,2024-02-12,PA200091,101759,18740,Particular,Contado,NO,NO,0,11/02/2028,31/12/2023,SI,2420,F,CP28944,45,27429,121,E,B,TIPO1,HÍBRIDO,M,Mid,106,0,0,0,NO,0,0,MADRID SUR,MADRID,CENTRO,Tienda,4885.52,735.06,0,0,1,3.92,0,0,0.0,1,Nuevo,0,0.6832184913777389,0,0,263.0,0.07,PREMIUM
SYN001641,2024-01-06,PA200042,107093,13797,Particular,Financiera Marca,NO,NO,0,05/01/2028,31/12/2023,SI,1375,M,CP15960,28,0,0,,A,TIPO1,HÍBRIDO,M,Mid-High,48,0,0,0,NO,1,1,BARCELONA SUR,BARCELONA,ESTE,Internet,3051.9,336.93,0,0,1,2.44,0,0,0.0,1,Nuevo,0,13797.0,1,0,250.0,0.07,PREMIUM
SYN001642,2024-02-18,PA200055,108420,19099,Particular,Contado,NO,NO,0,17/02/2028,31/12/2023,SI,1696,M,CP4230,60,24436,132,A,B,TIPO1,HÍBRIDO,M,Low,77,0,0,0,NO,1,1,BILBAO,BILBAO,NORTE,Internet,4979.11,1524.29,0,0,1,7.98,0,0,0.0,1,Nuevo,0,0.7815927320347029,0,0,263.0,0.07,PREMIUM
SYN001643,2024-02-17,PA200020,102844,13797,Particular,Contado,NO,NO,0,16/02/2028,31/12/2023,SI,1375,M,CP28047,32,24261,97,B,A,TIPO1,HÍBRIDO,M,Mid-High,48,0,0,0,NO,0,0,MADRID NORTE,MADRID,CENTRO,Internet,3051.9,336.93,0,0,1,2.44,0,0,0.0,1,Nuevo,0,0.5686904909113392,0,0,250.0,0.07,PREMIUM
SYN001644,2024-02-02,PA200028,107037,16683,Particular,Contado,SI,NO,0,01/02/2028,31/12/2023,SI,1993,M,CP18110,36,21687,123,I,B,TIPO1,HÍBRIDO,M,Low,74,0,0,0,NO,0,0,BARCELONA SUR,BARCELONA,ESTE,Internet,4349.26,788.3,0,1,1,4.73,0,0,0.0,1,Nuevo,0,0.7692626919352608,0,0,263.0,0.07,PREMIUM
SYN001645,2024-02-10,PA200014,103788,23290,No Particular,Contado,NO,NO,0,09/02/2028,31/12/2023,SI,1993,M,CP8024,56,30186,196,B,C,TIPO4,HÍBRIDO,M,Low,78,0,0,0,NO,1,1,BARCELONA SUR,BARCELONA,ESTE,Internet,6071.7,-1691.03,0,0,1,-7.26,1,0,0.0,1,Nuevo,0,0.7715497250380972,0,0,276.0,0.1,ESTANDAR
SYN001646,2024-02-29,PA200068,103182,27379,Particular,Financiera Marca,"SI, Financiera",NO,0,28/02/2028,31/12/2023,SI,1521,M,CP45524,58,0,48,K,I,TIPO7,HÍBRIDO,M,Mid-High,106,0,0,0,NO,0,0,BARCELONA CENTRO,BARCELONA,ESTE,Tienda,9300.65,5366.71,0,1,1,19.6,0,0,0.0,1,Nuevo,0,27379.0,0,0,371.0,0.1,ESTANDAR
SYN001647,2024-02-20,PA200049,100723,24937,Particular,Financiera Marca,"SI, Financiera",NO,4,19/02/2028,31/12/2023,SI,1323,M,CP3540,42,28930,128,C,B,TIPO1,HÍBRIDO,M,Mid,106,0,0,0,NO,0,0,BARCELONA CENTRO,BARCELONA,ESTE,Tienda,6501.08,2958.05,0,1,1,11.86,0,0,0.0,1,Nuevo,0,0.8619771863117871,0,0,263.0,0.07,PREMIUM
SYN001648,2024-02-23,PA200035,100506,22465,Particular,Financiera Marca,"SI, Financiera",NO,4,22/02/2028,31/12/2023,SI,899,M,CP28021,42,29093,9,D,B,TIPO6,HÍBRIDO,M,Mid,85,0,0,0,NO,0,0,BARCELONA CENTRO,BARCELONA,ESTE,Tienda,5856.63,2932.89,0,1,1,13.06,0,0,0.0,1,Nuevo,0,0.772178874643385,0,0,263.0,0.07,PREMIUM
SYN001649,2024-02-16,PA200058,101840,23635,Particular,Contado,NO,NO,0,15/02/2028,31/12/2023,SI,744,M,CP3170,37,0,0,,H,TIPO7,HÍBRIDO,M,Mid,74,0,0,0,NO,0,0,MADRID OESTE,MADRID,CENTRO,Internet,7842.09,1246.6,0,0,1,5.27,0,0,0.0,1,Nuevo,0,23635.0,1,0,353.0,0.1,ESTANDAR
SYN001650,2024-01-31,PA200006,107814,25514,Particular,Financiera Marca,"SI, Financiera",NO,0,30/01/2028,31/12/2023,SI,1482,M,CP31192,48,37775,19,A,I,TIPO7,HÍBRIDO,M,High,117,0,0,0,NO,0,0,MADRID OESTE,MADRID,CENTRO,Internet,8667.11,4919.5,0,1,1,19.28,0,0,0.0,1,Nuevo,0,0.67542025148908,0,0,371.0,0.1,ESTANDAR
SYN001651,2024-02-11,PA200017,108208,17316,No Particular,Contado,NO,NO,0,10/02/2028,31/12/2023,SI,1767,F,CP43206,47,26950,0,,B,TIPO1,HÍBRIDO,M,Mid,74,0,0,0,NO,0,0,BILBAO,BILBAO,NORTE,Internet,4514.28,1129.32,0,0,1,6.52,0,0,0.0,1,Nuevo,0,0.6425231910946196,1,0,263.0,0.07,PREMIUM
SYN001652,2024-03-22,PA200002,103870,27147,Particular,Contado,NO,NO,0,21/03/2028,31/12/2023,SI,911,M,CP7200,39,0,0,,D,TIPO6,HÍBRIDO,M,Mid,99,0,0,0,NO,0,0,MADRID SUR,MADRID,CENTRO,Tienda,7077.22,-517.62,0,0,1,-1.91,1,0,0.0,1,Nuevo,0,27147.0,1,0,290.0,0.1,ESTANDAR
SYN001653,2024-01-03,PA200044,101156,13698,Particular,Otros,SI,NO,0,02/01/2028,31/12/2023,SI,0,F,CP3580,33,0,0,,A,TIPO1,HÍBRIDO,M,Mid-High,48,0,0,0,NO,0,0,BILBAO,BILBAO,NORTE,Internet,3030.0,1697.86,0,1,1,12.39,0,0,0.0,1,Nuevo,0,13698.0,1,0,250.0,0.07,PREMIUM
SYN001654,2024-02-02,PA200086,101380,28453,Particular,Otros,NO,NO,0,01/02/2028,31/12/2023,SI,1034,M,CP3005,43,0,0,,I,TIPO7,HÍBRIDO,M,Mid-High,106,0,0,0,NO,0,0,MADRID OESTE,MADRID,CENTRO,Internet,9665.48,6133.7,0,0,1,21.56,0,0,0.0,1,Nuevo,0,28453.0,1,0,371.0,0.1,ESTANDAR
SYN001655,2024-01-28,PA200084,104839,20841,Particular,Financiera Marca,NO,NO,0,27/01/2028,31/12/2023,SI,850,F,CP14007,52,24061,79,H,B,TIPO1,HÍBRIDO,M,Low,77,0,0,0,NO,0,0,MADRID OESTE,MADRID,CENTRO,Tienda,5433.25,2686.81,0,0,1,12.89,0,0,0.0,1,Nuevo,0,0.8661734757491376,0,0,263.0,0.07,PREMIUM
SYN001656,2024-01-29,PA200032,106395,22317,Particular,Financiera Marca,SI,NO,4,28/01/2028,31/12/2023,SI,1031,F,CP46500,41,0,0,,H,TIPO7,ELÉCTRICO,A,Mid,85,0,0,0,NO,0,0,MADRID OESTE,MADRID,CENTRO,Tienda,7404.78,834.65,0,1,1,3.74,0,0,0.0,1,Nuevo,0,22317.0,1,0,353.0,0.1,ESTANDAR
SYN001657,2024-03-05,PA200054,101773,25372,Particular,Prestamo Bancario,NO,SI,0,04/03/2028,31/12/2023,SI,2701,M,CP18006,29,33998,172,A,D,TIPO1,HÍBRIDO,M,Mid-High,91,0,0,0,NO,0,0,BARCELONA NORTE,BARCELONA,ESTE,Internet,6614.48,-2349.68,0,0,1,-9.26,1,0,0.0,1,Nuevo,0,0.7462791928936996,0,0,290.0,0.1,ESTANDAR
SYN001658,2024-03-12,PA200043,102829,17113,Particular,Contado,NO,NO,0,11/03/2028,31/12/2023,SI,1993,M,CP43007,41,37380,144,E,B,TIPO1,HÍBRIDO,M,Low,74,0,0,0,NO,0,0,BILBAO,BILBAO,NORTE,Internet,4461.36,866.43,0,0,1,5.06,0,0,0.0,1,Nuevo,0,0.4578116639914393,0,0,263.0,0.07,PREMIUM
SYN001659,2024-01-27,PA200055,102213,19552,Particular,Financiera Marca,NO,NO,0,26/01/2028,31/12/2023,SI,1260,M,CP21100,46,24073,0,U,B,TIPO6,HÍBRIDO,M,Low,77,0,0,0,NO,0,0,LA CORUÑA,LA CORUÑA,NORTE,Tienda,5097.21,2042.6,0,0,1,10.45,0,0,0.0,1,Nuevo,0,0.8121962364474723,1,0,263.0,0.07,PREMIUM
SYN001660,2024-02-04,PA200005,101165,23542,Particular,Contado,SI,NO,0,03/02/2028,31/12/2023,SI,640,F,CP11402,31,35055,11,E,C,TIPO4,HÍBRIDO,M,Mid,101,0,0,0,NO,0,0,MADRID ESTE,MADRID,CENTRO,Tienda,6137.4,-332.05,0,1,1,-1.41,1,0,0.0,1,Nuevo,0,0.67157324204821,0,0,276.0,0.1,ESTANDAR
SYN001661,2024-01-29,PA200042,56694,30330,Particular,Contado,NO,NO,0,28/01/2028,31/12/2023,SI,1034,M,CP41020,31,0,0,,I,TIPO7,HÍBRIDO,M,Mid,106,0,0,0,NO,0,0,MADRID OESTE,MADRID,CENTRO,Internet,10303.1,6623.03,0,0,1,21.84,0,0,0.0,1,Nuevo,0,30330.0,1,0,371.0,0.1,ESTANDAR
SYN001662,2024-02-12,PA200012,106899,18275,Particular,Otros,NO,NO,0,11/02/2028,31/12/2023,SI,984,M,CP21006,32,26770,9,E,B,TIPO1,HÍBRIDO,M,High,74,0,0,0,NO,0,0,MADRID NORTE,MADRID,CENTRO,Tienda,4764.29,2086.57,0,0,1,11.42,0,0,0.0,1,Nuevo,0,0.6826671647366455,0,0,263.0,0.07,PREMIUM
SYN001663,2024-01-13,PA200024,106372,23250,Particular,Otros,NO,NO,0,12/01/2028,31/12/2023,SI,865,M,CP20400,41,26411,81,G,B,TIPO6,ELÉCTRICO,A,Mid,85,0,0,0,NO,0,0,BILBAO,BILBAO,NORTE,Tienda,6061.28,3109.53,0,0,1,13.37,0,0,0.0,1,Nuevo,0,0.8803150202567113,0,0,263.0,0.07,PREMIUM
SYN001664,2024-01-17,PA200017,100022,25308,No Particular,Financiera Marca,"SI, Financiera",NO,0,16/01/2028,31/12/2023,SI,1782,M,CP8189,35,32082,12,C,I,TIPO7,HÍBRIDO,M,Mid-High,117,0,0,0,NO,0,0,LA CORUÑA,LA CORUÑA,NORTE,Internet,8597.13,4565.8,0,1,1,18.04,0,0,0.0,1,Nuevo,0,0.7888535627454647,0,0,371.0,0.1,ESTANDAR
SYN001665,2024-03-28,PA200033,106969,19246,Particular,Contado,SI,NO,0,27/03/2028,31/12/2023,SI,915,M,CP46410,36,24780,115,H,B,TIPO1,HÍBRIDO,M,Low,74,0,0,0,NO,0,0,MADRID NORTE,MADRID,CENTRO,Internet,5017.43,2332.0,0,1,1,12.12,0,0,0.0,1,Nuevo,0,0.7766747376916868,0,0,263.0,0.07,PREMIUM
SYN001666,2024-03-14,PA200002,100691,27379,Particular,Financiera Marca,"SI, Financiera",NO,0,13/03/2028,31/12/2023,SI,1521,M,CP28019,51,23987,89,B,I,TIPO7,HÍBRIDO,M,Mid-High,106,0,0,0,NO,0,0,VALENCIA,VALENCIA,ESTE,Internet,9300.65,5366.71,0,1,1,19.6,0,0,0.0,1,Nuevo,0,1.1414099303789553,0,0,371.0,0.1,ESTANDAR
SYN001667,2024-02-15,PA200020,105301,29194,Particular,Otros,SI,NO,0,14/02/2028,31/12/2023,SI,597,M,CP3570,30,25164,89,B,I,TIPO7,ELÉCTRICO,A,Mid-High,106,0,0,0,NO,0,0,BARCELONA NORTE,BARCELONA,ESTE,Tienda,9917.2,6763.88,0,1,1,23.17,0,0,0.0,1,Nuevo,0,1.1601494198060722,0,0,371.0,0.1,ESTANDAR
SYN001668,2024-01-20,PA200085,107765,13529,Particular,Otros,NO,NO,0,19/01/2028,31/12/2023,SI,0,F,CP41089,39,20730,13,A,A,TIPO1,HÍBRIDO,M,Mid-High,61,0,0,0,NO,0,0,MADRID NORTE,MADRID,CENTRO,Internet,2992.61,1673.82,0,0,1,12.37,0,0,0.0,1,Nuevo,0,0.6526290400385915,0,0,250.0,0.07,PREMIUM
SYN001669,2024-01-28,PA200018,29661,26389,No Particular,Otros,NO,NO,0,27/01/2028,31/12/2023,SI,1957,M,CP21005,40,16795,51,I,D,TIPO1,HÍBRIDO,M,Low,115,0,0,0,NO,1,1,LA CORUÑA,LA CORUÑA,NORTE,Internet,6879.61,-1581.58,0,0,1,-5.99,1,0,0.0,1,Nuevo,0,1.5712414409050313,0,0,290.0,0.1,ESTANDAR
SYN001670,2024-01-22,PA200092,55254,13951,Particular,Contado,NO,NO,0,21/01/2028,31/12/2023,SI,333,F,CP8500,55,26354,11,H,A,TIPO1,HÍBRIDO,M,Mid-High,61,0,0,0,NO,0,0,BARCELONA CENTRO,BARCELONA,ESTE,Internet,3085.96,1400.83,0,0,1,10.04,0,0,0.0,1,Nuevo,0,0.5293693556955301,0,0,250.0,0.07,PREMIUM
SYN001671,2024-02-19,PA200048,108388,24004,Particular,Contado,NO,NO,0,18/02/2028,31/12/2023,SI,0,F,CP30205,23,25592,89,H,D,TIPO1,HÍBRIDO,M,Low,99,0,0,0,NO,0,0,MADRID SUR,MADRID,CENTRO,Internet,6257.84,318.89,0,0,1,1.33,0,0,0.0,1,Nuevo,0,0.9379493591747421,0,0,290.0,0.1,ESTANDAR
SYN001672,2024-02-03,PA200048,101078,15717,Particular,Financiera Marca,"SI, Financiera",NO,4,02/02/2028,31/12/2023,SI,864,F,CP46185,39,0,0,,A,TIPO1,HÍBRIDO,M,Mid,64,0,0,0,NO,1,1,MADRID OESTE,MADRID,CENTRO,Internet,3476.6,1120.96,0,1,1,7.13,0,0,0.0,1,Nuevo,0,15717.0,1,0,250.0,0.07,PREMIUM
SYN001673,2024-02-02,PA200080,36178,25290,Particular,Contado,NO,NO,0,01/02/2028,31/12/2023,SI,716,M,CP46240,43,25025,12,H,H,TIPO7,ELÉCTRICO,A,Mid,74,0,0,0,NO,0,0,BARCELONA CENTRO,BARCELONA,ESTE,Tienda,8391.22,1431.49,0,0,1,5.66,0,0,0.0,1,Nuevo,0,1.0105894105894107,0,0,353.0,0.1,ESTANDAR
SYN001674,2024-02-05,PA200036,104835,25316,Particular,Otros,NO,NO,0,04/02/2028,31/12/2023,SI,1364,M,CP15171,47,31010,0,,B,TIPO1,HÍBRIDO,M,Mid,106,0,0,0,NO,0,0,VALENCIA,VALENCIA,ESTE,Internet,6599.88,2985.92,0,0,1,11.79,0,0,0.0,1,Nuevo,0,0.8163818123186068,1,0,263.0,0.07,PREMIUM
