Customer_ID,GENERO,Edad,CODIGO_POSTAL,RENTA_MEDIA_ESTIMADA,STATUS_SOCIAL,ZONA,PROV_DESC,TIENDA_DESC
42262,M,31,CP1010,29857,D,ESTE,BARCELONA,BARCELONA SUR
11802,M,26,CP28022,0,,ESTE,BARCELONA,BARCELONA CENTRO
41897,M,46,CP8202,28523,B,CENTRO,MADRID,MADRID OESTE
5807,M,49,CP46727,24779,H,CENTRO,MADRID,MADRID NORTE
84468,M,54,CP33212,0,,CENTRO,MADRID,MADRID ESTE
87066,M,37,CP36206,27830,C,CENTRO,MADRID,MADRID NORTE
70568,F,40,CP8796,32065,C,CENTRO,MADRID,MADRID SUR
23353,M,51,CP8840,25956,G,CENTRO,MADRID,MADRID NORTE
49512,M,52,CP46011,27772,C,ESTE,VALENCIA,VALENCIA
97975,F,38,CP28320,24032,D,CENTRO,MADRID,MADRID NORTE
121,F,43,CP28005,33385,D,ESTE,BARCELONA,BARCELONA SUR
49157,F,32,CP30820,23466,H,CENTRO,MADRID,MADRID NORTE
66158,M,43,CP33213,26620,G,CENTRO,MADRID,MADRID SUR
17983,M,47,CP7199,27323,G,ESTE,BARCELONA,BARCELONA CENTRO
67718,M,51,CP8512,25817,H,ESTE,BARCELONA,BARCELONA CENTRO
45732,M,33,CP46006,34948,E,ESTE,VALENCIA,VALENCIA
51006,F,54,CP28045,24783,B,CENTRO,MADRID,MADRID NORTE
61438,M,50,CP39011,25769,H,CENTRO,MADRID,MADRID NORTE
89215,M,29,CP2630,22124,K,CENTRO,MADRID,MADRID OESTE
65191,M,46,CP17811,25762,H,CENTRO,MADRID,MADRID SUR
55344,M,38,CP28028,32098,A,ESTE,BARCELONA,BARCELONA CENTRO
53541,F,31,CP20600,23796,G,ESTE,BARCELONA,BARCELONA CENTRO
40277,M,37,CP7600,27416,F,CENTRO,MADRID,MADRID NORTE
42717,M,33,CP8150,29800,D,ESTE,VALENCIA,VALENCIA
16071,M,44,CP47008,23290,E,ESTE,BARCELONA,BARCELONA SUR
8783,M,42,CP28670,33659,B,CENTRO,MADRID,MADRID ESTE
88540,M,29,CP30007,28196,H,CENTRO,MADRID,MADRID NORTE
48251,F,25,CP36206,28793,C,CENTRO,MADRID,MADRID NORTE
80041,M,59,CP41008,0,,ESTE,BARCELONA,BARCELONA SUR
78251,M,29,CP25006,34516,E,CENTRO,MADRID,MADRID OESTE
34297,F,38,CP28924,33807,E,CENTRO,MADRID,MADRID ESTE
39984,F,41,CP30420,0,K,CENTRO,MADRID,MADRID ESTE
89699,M,43,CP8029,31238,B,CENTRO,MADRID,MADRID SUR
70250,M,60,CP8030,28581,B,NORTE,BILBAO,BILBAO
74826,M,51,CP48450,30577,D,ESTE,BARCELONA,BARCELONA SUR
9214,F,36,CP8950,36827,A,NORTE,BILBAO,BILBAO
68003,M,35,CP36003,29505,B,CENTRO,MADRID,MADRID OESTE
28946,F,51,CP1009,33586,E,NORTE,LA CORUÑA,LA CORUÑA
2567,M,51,CP20210,31303,G,ESTE,BARCELONA,BARCELONA SUR
23472,F,42,CP20010,33571,E,CENTRO,MADRID,MADRID ESTE
18804,M,30,CP48260,31298,,CENTRO,MADRID,MADRID NORTE
26554,F,40,CP47004,29772,C,CENTRO,MADRID,MADRID ESTE
7141,M,27,CP15003,0,,NORTE,BILBAO,BILBAO
66206,M,35,CP29004,27678,B,CENTRO,MADRID,MADRID SUR
33873,M,28,CP41330,20922,D,CENTRO,MADRID,MADRID SUR
69935,F,30,CP38787,0,,SUR,MALAGA,MALAGA
59238,F,37,CP3009,26165,E,ESTE,VALENCIA,VALENCIA
38562,M,22,CP3690,26290,I,CENTRO,MADRID,MADRID ESTE
45742,M,21,CP28045,30286,C,CENTRO,MADRID,MADRID OESTE
78266,M,29,CP20160,31297,G,ESTE,BARCELONA,BARCELONA CENTRO
78649,M,41,CP28110,37643,A,CENTRO,MADRID,MADRID OESTE
48450,F,46,CP28660,30105,D,CENTRO,MADRID,MADRID NORTE
34303,M,42,CP8820,24544,E,CENTRO,MADRID,MADRID OESTE
59832,M,45,CP27600,23756,H,CENTRO,MADRID,MADRID ESTE
88661,F,46,CP21500,21371,I,NORTE,BILBAO,BILBAO
52959,F,39,CP8017,29888,C,CENTRO,MADRID,MADRID OESTE
35546,F,33,CP36415,21332,I,SUR,MALAGA,MALAGA
64781,M,66,CP8783,32075,C,CENTRO,MADRID,MADRID OESTE
83434,M,58,CP15011,0,,CENTRO,MADRID,MADRID OESTE
36752,F,43,CP8915,27343,B,CENTRO,MADRID,MADRID ESTE
22895,M,39,CP8740,0,,CENTRO,MADRID,MADRID OESTE
47855,M,39,CP17162,0,,ESTE,BARCELONA,BARCELONA SUR
86786,F,58,CP8035,27880,B,NORTE,LA CORUÑA,LA CORUÑA
14162,M,20,CP20570,0,G,CENTRO,MADRID,MADRID SUR
28974,M,41,CP28934,25187,E,ESTE,BARCELONA,BARCELONA CENTRO
56846,F,49,CP6011,29753,D,ESTE,VALENCIA,VALENCIA
34000,F,27,CP38009,27383,E,CENTRO,MADRID,MADRID OESTE
18615,M,34,CP15360,21651,H,CENTRO,MADRID,MADRID NORTE
38643,M,38,CP39195,0,H,CENTRO,MADRID,MADRID ESTE
73962,M,42,CP17860,25963,H,ESTE,VALENCIA,VALENCIA
31933,F,73,CP24008,31806,D,ESTE,BARCELONA,BARCELONA NORTE
84374,M,46,CP28003,32746,A,ESTE,BARCELONA,BARCELONA NORTE
27052,,55,CP28700,23524,E,NORTE,BILBAO,BILBAO
36639,M,55,CP28430,33072,C,ESTE,BARCELONA,BARCELONA SUR
5127,F,43,CP12540,0,,CENTRO,MADRID,MADRID OESTE
50882,F,31,CP30506,37747,I,CENTRO,MADRID,MADRID ESTE
65641,M,39,CP28933,27436,E,ESTE,BARCELONA,BARCELONA NORTE
14349,F,49,CP39012,0,,CENTRO,MADRID,MADRID SUR
31992,F,57,CP29730,0,,ESTE,BARCELONA,BARCELONA NORTE
9417,F,33,CP17310,25287,C,ESTE,BARCELONA,BARCELONA CENTRO
71613,M,43,CP43870,0,,ESTE,BARCELONA,BARCELONA NORTE
94860,M,58,CP28034,25427,B,ESTE,BARCELONA,BARCELONA SUR
57938,,35,CP30180,20152,I,NORTE,BILBAO,BILBAO
50003,F,44,CP8348,32652,C,ESTE,BARCELONA,BARCELONA SUR
12859,F,33,CP28760,0,,ESTE,BARCELONA,BARCELONA CENTRO
37376,M,38,CP9007,33323,E,ESTE,BARCELONA,BARCELONA CENTRO
96159,M,34,CP50009,33815,E,CENTRO,MADRID,MADRID ESTE
17666,M,50,CP19208,32218,C,CENTRO,MADRID,MADRID ESTE
44054,M,30,CP7600,27705,F,CENTRO,MADRID,MADRID OESTE
67511,F,60,CP11405,22347,D,CENTRO,MADRID,MADRID NORTE
55637,M,35,CP8319,32091,C,CENTRO,MADRID,MADRID SUR
37076,M,50,CP17240,0,,ESTE,BARCELONA,BARCELONA CENTRO
24407,F,42,CP2620,18442,K,NORTE,LA CORUÑA,LA CORUÑA
15761,F,55,CP8222,27327,B,NORTE,LA CORUÑA,LA CORUÑA
32000,M,36,CP46014,0,,NORTE,BILBAO,BILBAO
85744,M,51,CP28039,24865,B,ESTE,BARCELONA,BARCELONA SUR
12988,M,60,CP6800,24511,I,CENTRO,MADRID,MADRID NORTE
17971,F,51,CP25138,34186,K,CENTRO,MADRID,MADRID OESTE
92907,M,52,CP50003,32741,D,ESTE,BARCELONA,BARCELONA CENTRO
24456,F,49,CP28939,37777,A,ESTE,BARCELONA,BARCELONA NORTE
56569,F,47,CP31180,36477,,ESTE,VALENCIA,VALENCIA
63261,M,43,CP43881,30258,C,CENTRO,MADRID,MADRID OESTE
32019,F,54,CP4007,30337,E,CENTRO,MADRID,MADRID SUR
97229,F,49,CP14012,32728,A,SUR,SEVILLA,SEVILLA
77508,F,54,CP18330,22067,I,ESTE,BARCELONA,BARCELONA CENTRO
58963,F,49,CP46020,32006,C,CENTRO,MADRID,MADRID ESTE
45353,M,49,CP3560,25308,C,ESTE,BARCELONA,BARCELONA SUR
64611,F,39,CP46470,0,H,ESTE,BARCELONA,BARCELONA SUR
64795,F,32,CP47006,33870,E,CENTRO,MADRID,MADRID ESTE
36364,M,58,CP8440,30289,D,CENTRO,MADRID,MADRID SUR
72454,F,44,CP41008,31217,E,ESTE,BARCELONA,BARCELONA NORTE
71189,M,43,CP36430,0,,CENTRO,MADRID,MADRID ESTE
62426,M,45,CP28670,37616,A,ESTE,BARCELONA,BARCELONA SUR
54718,M,49,CP3330,24860,H,CENTRO,MADRID,MADRID OESTE
85828,M,35,CP14014,24523,E,SUR,SEVILLA,SEVILLA
11186,M,50,CP28051,0,,CENTRO,MADRID,MADRID OESTE
76065,M,35,CP48930,0,,CENTRO,MADRID,MADRID ESTE
19433,F,40,CP48004,24744,E,SUR,MALAGA,MALAGA
9239,M,53,CP36211,30484,B,CENTRO,MADRID,MADRID ESTE
39662,M,57,CP33710,25952,H,ESTE,BARCELONA,BARCELONA SUR
23314,M,35,CP15706,21527,A,CENTRO,MADRID,MADRID SUR
4971,M,37,CP3201,0,,ESTE,BARCELONA,BARCELONA CENTRO
10917,M,41,CP11130,25095,I,ESTE,BARCELONA,BARCELONA CENTRO
83084,F,39,CP28400,30108,D,CENTRO,MADRID,MADRID SUR
31023,M,29,CP11202,0,,CENTRO,MADRID,MADRID ESTE
46256,F,50,CP33202,29819,C,ESTE,BARCELONA,BARCELONA CENTRO
66923,M,52,CP8027,28015,B,ESTE,VALENCIA,VALENCIA
95735,M,30,CP14004,33958,A,CENTRO,MADRID,MADRID OESTE
87453,M,33,CP8850,23907,G,CENTRO,MADRID,MADRID NORTE
56974,F,25,CP18008,28607,E,ESTE,VALENCIA,VALENCIA
28415,F,40,CP8172,37025,A,NORTE,LA CORUÑA,LA CORUÑA
15291,F,26,CP8950,23582,E,NORTE,BILBAO,BILBAO
56257,M,59,CP28903,27867,B,CENTRO,MADRID,MADRID SUR
3941,M,30,CP3012,0,,ESTE,BARCELONA,BARCELONA SUR
5890,F,51,CP30300,20676,H,NORTE,LA CORUÑA,LA CORUÑA
71646,M,51,CP14014,22943,J,CENTRO,MADRID,MADRID OESTE
25378,M,30,CP25135,34196,K,NORTE,BILBAO,BILBAO
17071,,57,CP17854,25785,H,CENTRO,MADRID,MADRID OESTE
16055,M,51,CP28340,0,,NORTE,BILBAO,BILBAO
54711,M,45,CP3540,35609,B,CENTRO,MADRID,MADRID ESTE
9045,M,31,CP23264,20500,K,ESTE,BARCELONA,BARCELONA SUR
49898,F,60,CP28030,0,,ESTE,BARCELONA,BARCELONA SUR
24619,F,57,CP28026,25205,B,SUR,MALAGA,MALAGA
1795,F,56,CP29100,0,,CENTRO,MADRID,MADRID NORTE
40790,M,50,CP28938,28174,D,SUR,MALAGA,MALAGA
79872,M,30,CP8100,29160,D,ESTE,BARCELONA,BARCELONA NORTE
19499,M,36,CP8830,24475,E,CENTRO,MADRID,MADRID NORTE
27799,F,52,CP45161,21692,K,CENTRO,MADRID,MADRID ESTE
83365,M,39,CP50014,32959,D,CENTRO,MADRID,MADRID NORTE
44379,F,50,CP17820,25005,,ESTE,BARCELONA,BARCELONA NORTE
66428,F,46,CP8930,27991,D,NORTE,LA CORUÑA,LA CORUÑA
513,F,48,CP28026,24184,B,CENTRO,MADRID,MADRID NORTE
40531,M,52,CP50177,34170,K,ESTE,BARCELONA,BARCELONA NORTE
66353,M,33,CP8016,27879,B,NORTE,LA CORUÑA,LA CORUÑA
13602,M,44,CP12320,18505,K,CENTRO,MADRID,MADRID NORTE
1370,F,42,CP19004,34768,,CENTRO,MADRID,MADRID OESTE
19840,M,36,CP4005,33955,A,CENTRO,MADRID,MADRID ESTE
8829,M,44,CP8510,25970,H,NORTE,BILBAO,BILBAO
98505,F,49,CP7011,27714,C,CENTRO,MADRID,MADRID OESTE
40595,M,29,CP35007,25391,B,ESTE,VALENCIA,VALENCIA
49144,M,43,CP50006,29873,C,ESTE,BARCELONA,BARCELONA NORTE
35510,M,51,CP17257,25194,C,CENTRO,MADRID,MADRID NORTE
59420,M,41,CP14014,22943,B,ESTE,BARCELONA,BARCELONA SUR
91966,F,50,CP20750,31287,G,CENTRO,MADRID,MADRID NORTE
38799,M,51,CP7190,0,,ESTE,BARCELONA,BARCELONA CENTRO
45934,F,54,CP9003,27854,C,CENTRO,MADRID,MADRID SUR
63957,M,29,CP47155,28980,D,CENTRO,MADRID,MADRID NORTE
85488,F,45,CP35100,0,,CENTRO,MADRID,MADRID ESTE
13105,M,47,CP22700,25120,B,CENTRO,MADRID,MADRID OESTE
6272,M,30,CP30430,20741,J,NORTE,LA CORUÑA,LA CORUÑA
31676,F,40,CP27003,27506,B,SUR,SEVILLA,SEVILLA
96991,M,26,CP28805,32820,A,CENTRO,MADRID,MADRID NORTE
11436,M,46,CP8940,24055,E,ESTE,VALENCIA,VALENCIA
52929,M,55,CP36203,33820,A,CENTRO,MADRID,MADRID ESTE
8332,M,28,CP2636,18452,K,CENTRO,MADRID,MADRID ESTE
74128,F,32,CP28043,27801,B,CENTRO,MADRID,MADRID OESTE
3994,M,31,CP41510,22818,,CENTRO,MADRID,MADRID ESTE
72719,F,53,CP28034,37069,A,CENTRO,MADRID,MADRID OESTE
30970,M,42,CP28914,36869,A,CENTRO,MADRID,MADRID NORTE
68850,M,40,CP48480,29578,D,CENTRO,MADRID,MADRID ESTE
62302,M,43,CP8440,29074,D,ESTE,VALENCIA,VALENCIA
76377,M,25,CP24282,0,,CENTRO,MADRID,MADRID NORTE
26530,F,26,CP4002,27265,B,CENTRO,MADRID,MADRID NORTE
2165,M,34,CP8191,27424,G,CENTRO,MADRID,MADRID NORTE
1039,M,40,CP21005,16795,I,NORTE,LA CORUÑA,LA CORUÑA
97792,F,22,CP12550,25462,I,NORTE,BILBAO,BILBAO
30046,M,44,CP36203,31000,E,NORTE,BILBAO,BILBAO
51499,F,34,CP36940,23205,D,ESTE,BARCELONA,BARCELONA CENTRO
12964,M,36,CP42200,0,,CENTRO,MADRID,MADRID NORTE
4166,F,21,CP36212,26392,I,ESTE,VALENCIA,VALENCIA
17712,M,37,CP3380,0,I,SUR,MALAGA,MALAGA
13664,F,36,CP46006,29883,C,SUR,SEVILLA,SEVILLA
98632,M,39,CP36209,25738,G,CENTRO,MADRID,MADRID SUR
20863,M,22,CP28044,33323,D,ESTE,BARCELONA,BARCELONA SUR
67835,F,35,CP46015,35337,E,NORTE,LA CORUÑA,LA CORUÑA
93851,F,47,CP12594,24972,,CENTRO,MADRID,MADRID SUR
79756,M,41,CP8340,29230,A,NORTE,BILBAO,BILBAO
7684,M,55,CP37006,25325,D,ESTE,BARCELONA,BARCELONA CENTRO
95682,M,49,CP11370,24513,D,NORTE,LA CORUÑA,LA CORUÑA
6897,M,25,CP41920,21811,B,SUR,SEVILLA,SEVILLA
6932,F,48,CP36780,24478,H,CENTRO,MADRID,MADRID NORTE
67410,F,41,CP31011,25895,B,CENTRO,MADRID,MADRID NORTE
97552,M,39,CP3530,29972,C,ESTE,BARCELONA,BARCELONA SUR
95410,M,36,CP41020,34472,A,CENTRO,MADRID,MADRID SUR
10045,M,49,CP8225,29742,D,CENTRO,MADRID,MADRID OESTE
96514,M,50,CP1015,25801,,CENTRO,MADRID,MADRID OESTE
35456,F,49,CP8214,23675,E,NORTE,BILBAO,BILBAO
40271,M,49,CP31012,26438,E,CENTRO,MADRID,MADRID SUR
12827,M,31,CP8921,27819,B,SUR,SEVILLA,SEVILLA
40212,M,39,CP3011,24969,D,ESTE,BARCELONA,BARCELONA CENTRO
65169,M,56,CP7005,0,,CENTRO,MADRID,MADRID SUR
25410,F,45,CP3680,0,C,CENTRO,MADRID,MADRID NORTE
7255,M,44,CP28042,35913,A,ESTE,BARCELONA,BARCELONA SUR
61565,F,52,CP35001,27744,C,SUR,MALAGA,MALAGA
28385,F,63,CP28670,33659,A,ESTE,BARCELONA,BARCELONA CENTRO
17853,M,51,CP28925,34766,D,ESTE,BARCELONA,BARCELONA SUR
63363,M,30,CP35110,23942,I,CENTRO,MADRID,MADRID SUR
87657,M,33,CP9200,25825,D,SUR,MALAGA,MALAGA
89198,M,51,CP43202,29834,B,NORTE,LA CORUÑA,LA CORUÑA
50915,M,33,CP24700,26035,H,ESTE,BARCELONA,BARCELONA NORTE
5537,M,51,CP5001,27272,B,CENTRO,MADRID,MADRID SUR
75889,M,44,CP24009,29102,C,ESTE,BARCELONA,BARCELONA CENTRO
93032,M,53,CP1002,27611,E,CENTRO,MADRID,MADRID ESTE
89845,F,75,CP23650,0,,SUR,MALAGA,MALAGA
65834,M,73,CP28033,27801,B,NORTE,BILBAO,BILBAO
90823,M,31,CP28805,0,,ESTE,BARCELONA,BARCELONA CENTRO
22081,M,33,CP8400,0,,CENTRO,MADRID,MADRID OESTE
47238,F,32,CP46018,29170,C,ESTE,VALENCIA,VALENCIA
80430,M,30,CP9001,25862,C,SUR,MALAGA,MALAGA
95787,M,43,CP28901,27046,,CENTRO,MADRID,MADRID ESTE
16171,F,59,CP14007,22294,G,ESTE,BARCELONA,BARCELONA CENTRO
83833,M,57,CP50180,28636,D,CENTRO,MADRID,MADRID SUR
14333,M,44,CP28830,27080,E,CENTRO,MADRID,MADRID OESTE
89886,F,33,CP36540,0,H,ESTE,BARCELONA,BARCELONA SUR
62381,F,59,CP36930,24248,H,CENTRO,MADRID,MADRID ESTE
47547,F,48,CP36206,23689,E,CENTRO,MADRID,MADRID OESTE
87524,M,60,CP28023,37083,A,NORTE,BILBAO,BILBAO
29422,M,42,CP28939,37632,,CENTRO,MADRID,MADRID OESTE
93896,M,42,CP28029,24539,B,CENTRO,MADRID,MADRID NORTE
72103,M,39,CP50693,25762,H,CENTRO,MADRID,MADRID OESTE
60338,M,35,CP48200,31289,G,CENTRO,MADRID,MADRID OESTE
6843,M,58,CP8921,27781,B,SUR,MALAGA,MALAGA
19650,M,49,CP28918,32076,,CENTRO,MADRID,MADRID NORTE
70802,F,58,CP28009,33189,A,SUR,SEVILLA,SEVILLA
67036,F,55,CP39600,25756,H,SUR,MALAGA,MALAGA
61941,M,55,CP8740,0,D,NORTE,LA CORUÑA,LA CORUÑA
51478,M,39,CP37006,27168,D,CENTRO,MADRID,MADRID ESTE
99038,M,41,CP28100,37632,A,ESTE,BARCELONA,BARCELONA SUR
2374,M,39,CP10740,18776,K,ESTE,BARCELONA,BARCELONA NORTE
24463,M,33,CP17600,27563,C,CENTRO,MADRID,MADRID OESTE
80155,M,45,CP18170,24595,D,CENTRO,MADRID,MADRID ESTE
84144,F,39,CP8310,31978,C,ESTE,BARCELONA,BARCELONA CENTRO
43575,M,33,CP33600,27156,B,NORTE,BILBAO,BILBAO
98556,F,47,CP28223,37651,D,ESTE,BARCELONA,BARCELONA SUR
33238,M,53,CP41007,20864,B,CENTRO,MADRID,MADRID NORTE
22098,M,50,CP22520,27868,K,CENTRO,MADRID,MADRID NORTE
19025,M,32,CP39011,23429,E,SUR,MALAGA,MALAGA
23823,F,42,CP38670,0,,NORTE,BILBAO,BILBAO
41169,M,35,CP3014,17491,I,ESTE,BARCELONA,BARCELONA SUR
15997,,49,CP28803,28072,,CENTRO,MADRID,MADRID ESTE
27130,M,53,CP7181,27693,F,CENTRO,MADRID,MADRID ESTE
75543,M,43,CP28031,27521,E,NORTE,LA CORUÑA,LA CORUÑA
94367,M,46,CP36213,26792,D,ESTE,BARCELONA,BARCELONA CENTRO
99410,F,28,CP18170,21189,D,CENTRO,MADRID,MADRID SUR
50909,F,25,CP46013,29643,C,ESTE,BARCELONA,BARCELONA SUR
43945,M,48,CP28007,33780,E,SUR,SEVILLA,SEVILLA
43166,F,33,CP36419,0,,CENTRO,MADRID,MADRID ESTE
52409,M,28,CP48012,29548,C,ESTE,BARCELONA,BARCELONA CENTRO
98666,M,38,CP36205,33327,D,SUR,MALAGA,MALAGA
41342,F,53,CP39610,30931,G,CENTRO,MADRID,MADRID OESTE
37875,M,60,CP41089,21837,I,CENTRO,MADRID,MADRID SUR
12751,M,55,CP48901,28117,G,CENTRO,MADRID,MADRID SUR
80909,M,57,CP41019,30039,,CENTRO,MADRID,MADRID ESTE
92700,M,55,CP30110,24158,I,CENTRO,MADRID,MADRID NORTE
69086,M,55,CP8022,33193,A,CENTRO,MADRID,MADRID OESTE
52189,F,53,CP28670,37095,A,CENTRO,MADRID,MADRID SUR
33514,M,38,CP43440,0,,ESTE,BARCELONA,BARCELONA SUR
3193,F,58,CP46780,27330,C,SUR,MALAGA,MALAGA
2232,F,49,CP8395,0,,NORTE,LA CORUÑA,LA CORUÑA
11151,F,53,CP35220,21971,E,ESTE,BARCELONA,BARCELONA NORTE
66855,F,54,CP11204,23858,H,ESTE,BARCELONA,BARCELONA SUR
52620,F,50,CP3008,33128,D,NORTE,LA CORUÑA,LA CORUÑA
90352,M,55,CP8018,31626,B,CENTRO,MADRID,MADRID SUR
41150,M,45,CP36500,22753,H,ESTE,VALENCIA,VALENCIA
43149,F,31,CP17250,24965,C,CENTRO,MADRID,MADRID OESTE
49957,M,51,CP33900,30715,G,ESTE,VALENCIA,VALENCIA
31622,M,41,CP28922,0,,CENTRO,MADRID,MADRID SUR
44532,F,36,CP28903,0,,ESTE,BARCELONA,BARCELONA NORTE
9916,M,32,CP39700,30050,,CENTRO,MADRID,MADRID ESTE
52950,M,40,CP45313,0,,SUR,SEVILLA,SEVILLA
96857,M,33,CP5001,24216,B,NORTE,BILBAO,BILBAO
57523,F,44,CP13200,25973,H,CENTRO,MADRID,MADRID OESTE
14195,M,50,CP6011,31161,,CENTRO,MADRID,MADRID NORTE
94490,M,29,CP8850,27294,G,CENTRO,MADRID,MADRID NORTE
86174,M,55,CP8110,0,,SUR,MALAGA,MALAGA
39133,M,39,CP31591,0,,CENTRO,MADRID,MADRID NORTE
35928,M,53,CP28670,37049,A,ESTE,BARCELONA,BARCELONA NORTE
65974,M,34,CP41015,29283,D,CENTRO,MADRID,MADRID OESTE
49805,M,37,CP36212,26792,I,SUR,SEVILLA,SEVILLA
53196,M,51,CP8206,29562,D,ESTE,BARCELONA,BARCELONA NORTE
31053,F,51,CP8420,0,,CENTRO,MADRID,MADRID ESTE
53077,F,51,CP41700,0,,CENTRO,MADRID,MADRID OESTE
19925,M,49,CP43206,33535,A,CENTRO,MADRID,MADRID OESTE
27614,F,50,CP41011,33699,A,ESTE,BARCELONA,BARCELONA NORTE
42063,M,56,CP41807,0,I,CENTRO,MADRID,MADRID ESTE
67378,,40,CP48630,31839,C,ESTE,BARCELONA,BARCELONA SUR
34593,M,36,CP28943,0,,SUR,MALAGA,MALAGA
6557,M,30,CP8130,31829,C,CENTRO,MADRID,MADRID ESTE
19193,M,37,CP1005,28047,C,SUR,MALAGA,MALAGA
89026,M,46,CP28891,37587,A,CENTRO,MADRID,MADRID ESTE
32258,M,47,CP46022,26489,E,ESTE,BARCELONA,BARCELONA CENTRO
58918,M,34,CP39012,0,B,ESTE,BARCELONA,BARCELONA CENTRO
52868,M,51,CP41510,20416,I,ESTE,VALENCIA,VALENCIA
79984,M,42,CP3509,0,,CENTRO,MADRID,MADRID OESTE
71145,M,37,CP8023,33153,A,ESTE,BARCELONA,BARCELONA CENTRO
9655,F,51,CP7150,24607,C,CENTRO,MADRID,MADRID NORTE
85081,M,41,CP8860,31041,C,CENTRO,MADRID,MADRID ESTE
73883,M,54,CP28232,37450,D,ESTE,BARCELONA,BARCELONA NORTE
85678,M,31,CP28937,33169,E,SUR,MALAGA,MALAGA
15296,M,40,CP22700,25107,B,CENTRO,MADRID,MADRID ESTE
14542,M,41,CP10005,19511,I,CENTRO,MADRID,MADRID ESTE
92827,M,44,CP46169,25712,H,CENTRO,MADRID,MADRID SUR
71826,F,50,CP21002,23336,H,NORTE,BILBAO,BILBAO
99947,M,47,CP28942,0,,CENTRO,MADRID,MADRID SUR
85577,M,48,CP30010,23485,E,ESTE,BARCELONA,BARCELONA SUR
87882,M,23,CP36205,27476,E,ESTE,BARCELONA,BARCELONA CENTRO
77839,M,46,CP41007,34282,A,CENTRO,MADRID,MADRID ESTE
37436,M,29,CP28041,33439,D,CENTRO,MADRID,MADRID ESTE
52491,F,48,CP41013,35388,E,ESTE,VALENCIA,VALENCIA
99447,F,28,CP8850,27310,G,CENTRO,MADRID,MADRID ESTE
92847,M,27,CP8530,30561,C,CENTRO,MADRID,MADRID OESTE
70592,F,27,CP11190,20999,I,CENTRO,MADRID,MADRID SUR
87191,M,37,CP28805,31722,D,CENTRO,MADRID,MADRID SUR
21308,F,32,CP28760,0,,ESTE,BARCELONA,BARCELONA NORTE
52719,F,35,CP28031,28852,D,CENTRO,MADRID,MADRID OESTE
54503,M,30,CP28840,27439,E,NORTE,LA CORUÑA,LA CORUÑA
60982,M,34,CP30510,24967,H,CENTRO,MADRID,MADRID SUR
84921,F,44,CP27001,33918,A,CENTRO,MADRID,MADRID SUR
95534,M,20,CP8016,26104,B,NORTE,BILBAO,BILBAO
41011,,30,CP28034,33905,A,ESTE,BARCELONA,BARCELONA CENTRO
94922,M,76,CP28922,30192,D,ESTE,BARCELONA,BARCELONA CENTRO
29304,M,74,CP8034,0,,CENTRO,MADRID,MADRID NORTE
72665,M,49,CP39011,29839,U,ESTE,BARCELONA,BARCELONA CENTRO
32997,M,64,CP22400,0,,ESTE,BARCELONA,BARCELONA CENTRO
34361,M,41,CP28440,0,H,SUR,SEVILLA,SEVILLA
52264,M,51,CP48014,33744,E,CENTRO,MADRID,MADRID ESTE
39216,M,29,CP8859,33034,C,ESTE,BARCELONA,BARCELONA SUR
34780,F,38,CP41015,29685,C,CENTRO,MADRID,MADRID SUR
49761,M,50,CP14014,29929,D,ESTE,BARCELONA,BARCELONA NORTE
27294,F,40,CP50010,33716,E,ESTE,BARCELONA,BARCELONA CENTRO
30653,M,33,CP26006,30013,D,ESTE,BARCELONA,BARCELONA SUR
33520,F,38,CP3201,27960,C,CENTRO,MADRID,MADRID OESTE
89212,M,53,CP15570,0,,ESTE,VALENCIA,VALENCIA
84160,F,68,CP41007,28840,C,CENTRO,MADRID,MADRID NORTE
63733,F,55,CP28980,29017,,CENTRO,MADRID,MADRID OESTE
86151,M,26,CP15300,25979,H,CENTRO,MADRID,MADRID NORTE
55217,M,40,CP19200,27432,,SUR,SEVILLA,SEVILLA
18370,M,43,CP28223,37090,A,ESTE,BARCELONA,BARCELONA SUR
18228,F,59,CP36210,26005,B,NORTE,LA CORUÑA,LA CORUÑA
8187,M,74,CP20120,28669,G,SUR,SEVILLA,SEVILLA
4396,M,60,CP15142,24822,D,NORTE,BILBAO,BILBAO
96745,F,41,CP30006,22117,H,CENTRO,MADRID,MADRID ESTE
7959,M,54,CP3820,25053,H,ESTE,VALENCIA,VALENCIA
76449,M,33,CP46182,0,,CENTRO,MADRID,MADRID ESTE
65959,F,39,CP36216,24109,H,ESTE,VALENCIA,VALENCIA
72500,F,53,CP3600,27311,B,CENTRO,MADRID,MADRID OESTE
55450,M,31,CP40196,37388,A,CENTRO,MADRID,MADRID SUR
91527,F,48,CP21400,0,,CENTRO,MADRID,MADRID ESTE
78787,M,40,CP28020,24694,B,SUR,SEVILLA,SEVILLA
60396,M,37,CP29600,17458,I,NORTE,LA CORUÑA,LA CORUÑA
71045,M,47,CP25001,26737,D,CENTRO,MADRID,MADRID ESTE
11501,M,42,CP50015,31350,C,NORTE,BILBAO,BILBAO
19018,M,40,CP12540,0,,CENTRO,MADRID,MADRID OESTE
18724,M,32,CP33510,28598,G,CENTRO,MADRID,MADRID NORTE
19682,M,46,CP50015,35179,A,CENTRO,MADRID,MADRID SUR
4600,M,33,CP13300,20767,J,CENTRO,MADRID,MADRID ESTE
26579,M,36,CP28760,37683,A,CENTRO,MADRID,MADRID ESTE
